|                      Parameters |                    0 |   1 |   2 |                     3 |                     4 |                     5 |   6 |   7 |
|         aEaZD8Bs.spectral.index |   1.3333606091279748 | 0.0 | 0.0 |  0.015421320209706352 |  0.013287639114008055 |                   0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.amplitude |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.reference |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lon_0 | 0.015421320209706352 | 0.0 | 0.0 |  0.035849562948813085 | 0.0012795259536613594 |                   0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lat_0 | 0.013287639114008055 | 0.0 | 0.0 | 0.0012795259536613594 |    0.0274081048150185 |                   0.0 | 0.0 | 0.0 |
|      8HJRGoDn-bkg.spectral.norm |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0002427585278161315 | 0.0 | 0.0 |
|      8HJRGoDn-bkg.spectral.tilt |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |
| 8HJRGoDn-bkg.spectral.reference |                  0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |
