|                           Parameters |                       0 |                       1 |   2 |                       3 |                       4 |   5 |   6 |   7 |   8 |                       9 |                      10 |                      11 |                      12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |  31 |                      32 |  33 |                      34 |                      35 |  36 |
|          afEs0-lr-bkg.spectral.norm5 | -3.8995165098884784e-06 |  -2.408074751016963e-18 | 0.0 |   9.572315698630026e-09 |   3.573227342386913e-09 | 0.0 | 0.0 | 0.0 | 0.0 |   7.158279316558519e-05 |  0.00010257762968706741 |   7.040977743563966e-05 |   6.177448557388761e-05 |  5.8182759893703245e-05 |   4.285881789450183e-05 |  3.6856235262876435e-05 |  2.8306660864886764e-05 |  1.6308953231588166e-05 |   9.093812292110585e-06 |  -1.364974162644776e-07 | -1.0708627173904748e-05 | -1.8948172471448028e-05 | -2.8137178315954493e-05 |  -3.818708832873309e-05 |  -4.695982879149444e-05 |  -5.599684654429279e-05 |  -6.572816080478082e-05 |  -7.178676862522736e-05 |  -6.854524967675918e-05 |  -5.978252461022669e-05 |  -3.203720586516913e-05 | 0.0 | -2.4070942588888805e-06 | 0.0 |  2.6783192438323315e-07 |  -3.983458231856482e-08 | 0.0 |
|          afEs0-lr-bkg.spectral.norm6 |  -7.930827985153048e-06 | -6.0164652368362934e-18 | 0.0 |  2.0541687174709116e-07 |   8.359845698885077e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   3.600769890223288e-05 |   7.040977743563966e-05 |    8.30522700796436e-05 |   8.846660131946546e-05 |   9.380032807403994e-05 |  0.00010556482112990387 |  0.00011805720537861301 |   0.0001272585262893566 |  0.00013876930033776845 |   0.0001503928648299687 |  0.00016052344072087866 |  0.00017182077169664833 |  0.00018313596612620753 |  0.00019376535123430248 |  0.00020479359148184778 |    0.000215737327463789 |  0.00022681515016593137 |  0.00023719433882749837 |   0.0002377645322431645 |   0.0002146408062961171 |  -9.040703752755358e-05 |    3.81272328355059e-05 | 0.0 | -5.2206806582596975e-06 | 0.0 |  1.6638482957604942e-06 |   -8.18304685357888e-08 | 0.0 |
|          afEs0-lr-bkg.spectral.norm7 |  -5.443469613105339e-06 |  -7.833877072707487e-18 | 0.0 |   3.624437704325368e-07 |   1.481050922570312e-07 | 0.0 | 0.0 | 0.0 | 0.0 |   3.204231683716198e-05 |   6.177448557388761e-05 |   8.846660131946546e-05 |   0.0001234401666820366 |  0.00013922614864431414 |   0.0001529644947758267 |  0.00018265240937762083 |  0.00020645549768612804 |  0.00022746614705727896 |  0.00025431422842111883 |  0.00027808648005629797 |   0.0003008134530235503 |  0.00032628925615055146 |   0.0003505326034194571 |   0.0003737312996661541 |   0.0003978589777217702 |   0.0004228541431908819 |  0.00044559858269523024 |   0.0004495617715473282 |   0.0004084971836265133 | -0.00012226612661909474 |   8.367096470372137e-05 | 0.0 |  -2.564797042557172e-06 | 0.0 |   2.612171510348827e-06 |  -6.059204355834309e-08 | 0.0 |
|          afEs0-lr-bkg.spectral.norm8 |  -3.143582104200027e-06 |  -8.814979094469251e-18 | 0.0 |   5.247150972419838e-07 |  2.1478414193552635e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  2.0353368764935254e-05 |  5.8182759893703245e-05 |   9.380032807403994e-05 |  0.00013922614864431414 |  0.00018885824970288023 |  0.00021699785244315426 |  0.00024529239281873884 |   0.0002891994263189636 |   0.0003279664338918011 |   0.0003634790185666461 |   0.0004044665140965307 |    0.000443123888998191 |  0.00048021667330723695 |   0.0005201969360341844 |    0.000559017501306544 |   0.0005958295417291344 |   0.0006355677304251764 |   0.0006735224508756986 |    0.000681285945092238 |   0.0006194629706224516 | -0.00015493782276972844 |  0.00013387165488176284 | 0.0 |  -6.112311314050868e-07 | 0.0 |  3.5523828073947115e-06 |  -3.956948942958787e-08 | 0.0 |
|          afEs0-lr-bkg.spectral.norm9 | -3.0146405341085746e-06 |  -9.978700369081115e-18 | 0.0 |   6.975042710122659e-07 |   2.856196724204431e-07 | 0.0 | 0.0 | 0.0 | 0.0 |   3.037367134744406e-08 |   4.285881789450183e-05 |  0.00010556482112990387 |   0.0001529644947758267 |  0.00021699785244315426 |  0.00028805649883644955 |   0.0003299425514550319 |  0.00037289528295252197 |  0.00043475845192814957 |   0.0004904754407833622 |   0.0005425237689287568 |   0.0006007314717889035 |   0.0006564578551022946 |   0.0007105301701449925 |   0.0007671049270281028 |    0.000822029549980623 |   0.0008776601839522087 |   0.0009316416606252418 |   0.0009456005027085621 |   0.0008614199244986731 | -0.00018617905471111614 |  0.00019253957011190843 | 0.0 |  -7.989668198765494e-07 | 0.0 |   4.604098422668174e-06 | -3.8615390333970054e-08 | 0.0 |
|         afEs0-lr-bkg.spectral.norm10 |   6.527994321575643e-07 | -1.0837134344239793e-17 | 0.0 |   8.600191311128172e-07 |   3.523364871819225e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.855835304490643e-06 |  3.6856235262876435e-05 |  0.00011805720537861301 |  0.00018265240937762083 |  0.00024529239281873884 |   0.0003299425514550319 |  0.00041434637895809836 |   0.0004695597667775879 |   0.0005219170817235407 |   0.0005966961409207846 |   0.0006693116065377212 |   0.0007336456469685897 |   0.0008048318917587723 |   0.0008766972672747102 |   0.0009434647095606152 |   0.0010115090657105308 |   0.0010840650422278672 |    0.001150695080339672 |   0.0011668041029403266 |   0.0010646088857580221 |  -0.0002184919331441922 |  0.00024055826860593392 | 0.0 |   2.360925114774052e-06 | 0.0 |   5.508019314962428e-06 |  -3.982979158538283e-09 | 0.0 |
|         afEs0-lr-bkg.spectral.norm11 |   5.749633906802368e-06 |  -1.139336967240604e-17 | 0.0 |  1.0373868865183838e-06 |   4.251802220925113e-07 | 0.0 | 0.0 | 0.0 | 0.0 | -2.2855092337381973e-05 |  2.8306660864886764e-05 |   0.0001272585262893566 |  0.00020645549768612804 |   0.0002891994263189636 |  0.00037289528295252197 |   0.0004695597667775879 |   0.0005779167918146512 |   0.0006456161501494663 |   0.0007043726646976129 |   0.0007986438015385867 |   0.0008886092442925041 |   0.0009647483799155924 |   0.0010531722130376255 |    0.001141739967796437 |   0.0012205194436048302 |   0.0013067099784987615 |   0.0013925302661796839 |   0.0014134703055103046 |    0.001286813301962671 |  -0.0002506990891248785 |   0.0002942407477217989 | 0.0 |    6.86966241111024e-06 | 0.0 |   6.454674401818567e-06 |  4.4845968050805744e-08 | 0.0 |
|         afEs0-lr-bkg.spectral.norm12 |   9.096964815335866e-06 | -1.1794382403591482e-17 | 0.0 |   1.210231020972646e-06 |   4.961509957460459e-07 | 0.0 | 0.0 | 0.0 | 0.0 | -3.8970599181785054e-05 |  1.6308953231588166e-05 |  0.00013876930033776845 |  0.00022746614705727896 |   0.0003279664338918011 |  0.00043475845192814957 |   0.0005219170817235407 |   0.0006456161501494663 |   0.0007775646975423942 |   0.0008511383671955696 |   0.0009223395033363947 |   0.0010346110286201143 |   0.0011403826452628528 |   0.0012323252815179884 |   0.0013359604519668443 |   0.0014392646390963975 |   0.0015378041271448264 |   0.0016344422600936999 |   0.0016641841249339909 |   0.0015188461371852785 | -0.00028241998712935396 |   0.0003494137337051425 | 0.0 |   9.890416761715482e-06 | 0.0 |   7.406763950395447e-06 |   7.798531965463272e-08 | 0.0 |
|         afEs0-lr-bkg.spectral.norm13 |  1.2651665497494863e-05 | -1.2143842243431149e-17 | 0.0 |   1.374303158360053e-06 |   5.636111481466414e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.953416998629043e-05 |   9.093812292110585e-06 |   0.0001503928648299687 |  0.00025431422842111883 |   0.0003634790185666461 |   0.0004904754407833622 |   0.0005966961409207846 |   0.0007043726646976129 |   0.0008511383671955696 |   0.0009989553205522182 |       0.001085875284338 |   0.0011621770617657203 |   0.0012874517864457724 |   0.0014146917577047798 |   0.0015177560930813125 |   0.0016301808220426693 |   0.0017563739258250458 |    0.001865502430154106 |   0.0018907641945818611 |   0.0017292733367919057 |  -0.0003147432090151841 |  0.00039972211728520957 | 0.0 |  1.3399075748029328e-05 | 0.0 |   8.307096256307404e-06 |  1.1330224179096759e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm14 |  1.6437207886453744e-05 | -1.2637769455713513e-17 | 0.0 |  1.5472929490827997e-06 |   6.348185566544782e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.423612976960293e-05 |  -1.364974162644776e-07 |  0.00016052344072087866 |  0.00027808648005629797 |   0.0004044665140965307 |   0.0005425237689287568 |   0.0006693116065377212 |   0.0007986438015385867 |   0.0009223395033363947 |       0.001085875284338 |   0.0012658761619208283 |   0.0013611965422068131 |    0.001434750790389536 |   0.0015804902366302993 |   0.0017297360551159781 |    0.001839797849231062 |   0.0019695504143210397 |   0.0021109882753736152 |    0.002144554667594085 |   0.0019468165440316271 |  -0.0003469708305469466 |  0.00045349391514181066 | 0.0 |  1.7367949810293565e-05 | 0.0 |   9.264379330714224e-06 |    1.50549208729287e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm15 |   1.935055977540956e-05 | -1.3278538550480842e-17 | 0.0 |  1.7189837887162348e-06 |   7.055968355542206e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.900880171544155e-05 | -1.0708627173904748e-05 |  0.00017182077169664833 |   0.0003008134530235503 |    0.000443123888998191 |   0.0006007314717889035 |   0.0007336456469685897 |   0.0008886092442925041 |   0.0010346110286201143 |   0.0011621770617657203 |   0.0013611965422068131 |   0.0015735884430108035 |    0.001669420564279134 |   0.0017408250009315921 |    0.001902602145406794 |   0.0020732192127620873 |    0.002201791288187333 |   0.0023340553652549806 |     0.00239061527278051 |   0.0021868975645622343 |  -0.0003789526356100034 |   0.0005075342656469231 | 0.0 |   2.070402558965263e-05 | 0.0 |  1.0238114844974286e-05 |  1.7929542978180878e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm16 |  2.2149243702517524e-05 | -1.4059235839985316e-17 | 0.0 |   1.889632463113945e-06 |   7.759674311197427e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.111726165425043e-05 | -1.8948172471448028e-05 |  0.00018313596612620753 |  0.00032628925615055146 |  0.00048021667330723695 |   0.0006564578551022946 |   0.0008048318917587723 |   0.0009647483799155924 |   0.0011403826452628528 |   0.0012874517864457724 |    0.001434750790389536 |    0.001669420564279134 |   0.0019158093617719445 |     0.00201660176322624 |   0.0020686940189204675 |    0.002237328422573177 |    0.002448747753157347 |   0.0025839782486302026 |   0.0026017655798846137 |   0.0023980534509563767 |  -0.0004111906105664675 |   0.0005591836414990767 | 0.0 |  2.4065542600054447e-05 | 0.0 |   1.121443075336382e-05 |   2.066548650861384e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm17 |  2.4968685341123498e-05 |  -1.500579830840218e-17 | 0.0 |   2.067013876052621e-06 |   8.490764533614223e-07 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00010527126694282618 | -2.8137178315954493e-05 |  0.00019376535123430248 |   0.0003505326034194571 |   0.0005201969360341844 |   0.0007105301701449925 |   0.0008766972672747102 |   0.0010531722130376255 |   0.0012323252815179884 |   0.0014146917577047798 |   0.0015804902366302993 |   0.0017408250009315921 |     0.00201660176322624 |    0.002321842086951183 |    0.002417834483054165 |   0.0024240666585169817 |   0.0026064821329647085 |    0.002858304243330134 |   0.0028887972288332447 |   0.0025812155721792137 |  -0.0004436018846949731 |   0.0006127969125720942 | 0.0 |  2.7532671593885877e-05 | 0.0 |  1.2238783484802093e-05 |  2.3368701187300418e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm18 |   2.709376005490924e-05 | -1.6100278713302167e-17 | 0.0 |   2.244542227069787e-06 |    9.22529256882301e-07 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00011970646522418542 |  -3.818708832873309e-05 |  0.00020479359148184778 |   0.0003737312996661541 |    0.000559017501306544 |   0.0007671049270281028 |   0.0009434647095606152 |    0.001141739967796437 |   0.0013359604519668443 |   0.0015177560930813125 |   0.0017297360551159781 |    0.001902602145406794 |   0.0020686940189204675 |    0.002417834483054165 |   0.0028011116467472016 |    0.002877001076132174 |   0.0028181724409301746 |   0.0029837485208388218 |    0.003160638165669539 |    0.002884913359019447 | -0.00047557918585083934 |   0.0006664093320553671 | 0.0 |  3.0488179935710436e-05 | 0.0 |   1.328663643603621e-05 |   2.534208933614091e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm19 |  2.9237370866427837e-05 |  -1.742281241099361e-17 | 0.0 |   2.440350183910177e-06 |  1.0038020617787009e-06 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00013239514026301268 |  -4.695982879149444e-05 |    0.000215737327463789 |   0.0003978589777217702 |   0.0005958295417291344 |    0.000822029549980623 |   0.0010115090657105308 |   0.0012205194436048302 |   0.0014392646390963975 |   0.0016301808220426693 |    0.001839797849231062 |   0.0020732192127620873 |    0.002237328422573177 |   0.0024240666585169817 |    0.002877001076132174 |    0.003373533245969407 |   0.0034338396240201586 |    0.003224218018040599 |    0.003192948311943548 |   0.0031436763740759553 |  -0.0005070095669211238 |   0.0007176779925779609 | 0.0 |  3.3450489586855465e-05 | 0.0 |  1.4451683006289146e-05 |  2.7286810296313557e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm20 |  3.2996512164735705e-05 |  -1.889736890863708e-17 | 0.0 |  2.6758316696100004e-06 |  1.1009203317929218e-06 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00014613410431192774 |  -5.599684654429279e-05 |  0.00022681515016593137 |   0.0004228541431908819 |   0.0006355677304251764 |   0.0008776601839522087 |   0.0010840650422278672 |   0.0013067099784987615 |   0.0015378041271448264 |   0.0017563739258250458 |   0.0019695504143210397 |    0.002201791288187333 |    0.002448747753157347 |   0.0026064821329647085 |   0.0028181724409301746 |   0.0034338396240201586 |     0.00413199831959968 |     0.00414400379931392 |   0.0035370605350511773 |    0.002978354440985307 |  -0.0005399147674718125 |   0.0007715543049458437 | 0.0 |   3.745893064132825e-05 | 0.0 |   1.582007833791488e-05 |   3.075886834298265e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm21 |    3.70520558076257e-05 | -1.9973855770288744e-17 | 0.0 |   2.874121788028197e-06 |  1.1815751186903261e-06 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00016024721046129322 |  -6.572816080478082e-05 |  0.00023719433882749837 |  0.00044559858269523024 |   0.0006735224508756986 |   0.0009316416606252418 |    0.001150695080339672 |   0.0013925302661796839 |   0.0016344422600936999 |    0.001865502430154106 |   0.0021109882753736152 |   0.0023340553652549806 |   0.0025839782486302026 |    0.002858304243330134 |   0.0029837485208388218 |    0.003224218018040599 |     0.00414400379931392 |   0.0052047425748706685 |    0.004996255388367216 |    0.003329107164927163 |  -0.0005709739649657868 |   0.0008237504173286472 | 0.0 |   4.110293262744254e-05 | 0.0 |  1.6940742402452025e-05 |   3.447318125083769e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm22 |  3.6341178551463873e-05 | -1.9895564429529182e-17 | 0.0 |  2.8605090235273722e-06 |  1.1742983184873717e-06 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00016631184177978855 |  -7.178676862522736e-05 |   0.0002377645322431645 |   0.0004495617715473282 |    0.000681285945092238 |   0.0009456005027085621 |   0.0011668041029403266 |   0.0014134703055103046 |   0.0016641841249339909 |   0.0018907641945818611 |    0.002144554667594085 |     0.00239061527278051 |   0.0026017655798846137 |   0.0028887972288332447 |    0.003160638165669539 |    0.003192948311943548 |   0.0035370605350511773 |    0.004996255388367216 |    0.006579142457791555 |    0.006135956063434858 |   -0.000577263803803352 |   0.0008390196144713514 | 0.0 |  3.9911240865840224e-05 | 0.0 |  1.6860691331074016e-05 |   3.358517543914533e-07 | 0.0 |
|         afEs0-lr-bkg.spectral.norm23 |  2.7961248629270836e-05 | -1.8065116454424464e-17 | 0.0 |  2.5104315203759947e-06 |  1.0290837812923455e-06 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00015378655106055076 |  -6.854524967675918e-05 |   0.0002146408062961171 |   0.0004084971836265133 |   0.0006194629706224516 |   0.0008614199244986731 |   0.0010646088857580221 |    0.001286813301962671 |   0.0015188461371852785 |   0.0017292733367919057 |   0.0019468165440316271 |   0.0021868975645622343 |   0.0023980534509563767 |   0.0025812155721792137 |    0.002884913359019447 |   0.0031436763740759553 |    0.002978354440985307 |    0.003329107164927163 |    0.006135956063434858 |    0.010861491142924595 |  -0.0005248086535935817 |   0.0007666411797342197 | 0.0 |   3.130154541561969e-05 | 0.0 |  1.4890431166245968e-05 |   2.544771826857495e-07 | 0.0 |
|           afEs0-lr-bkg.spectral.norm | -5.2201168128477156e-08 |   1.131846533010091e-18 | 0.0 | -4.2420186252066536e-07 | -1.7413169693707056e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.428545174870666e-05 |  -5.978252461022669e-05 |  -9.040703752755358e-05 | -0.00012226612661909474 | -0.00015493782276972844 | -0.00018617905471111614 |  -0.0002184919331441922 |  -0.0002506990891248785 | -0.00028241998712935396 |  -0.0003147432090151841 |  -0.0003469708305469466 |  -0.0003789526356100034 |  -0.0004111906105664675 |  -0.0004436018846949731 | -0.00047557918585083934 |  -0.0005070095669211238 |  -0.0005399147674718125 |  -0.0005709739649657868 |   -0.000577263803803352 |  -0.0005248086535935817 |   0.0001397865371657566 | -0.00011143323205171756 | 0.0 | -2.0009790302083737e-07 | 0.0 | -2.5019756923818254e-06 | -1.1939147748743311e-09 | 0.0 |
|           afEs0-lr-bkg.spectral.tilt |   5.782410634797002e-06 |  -5.015165369905053e-18 | 0.0 |   5.770065202538519e-07 |   2.373074841632927e-07 | 0.0 | 0.0 | 0.0 | 0.0 | -4.7311402655590106e-05 |  -3.203720586516913e-05 |    3.81272328355059e-05 |   8.367096470372137e-05 |  0.00013387165488176284 |  0.00019253957011190843 |  0.00024055826860593392 |   0.0002942407477217989 |   0.0003494137337051425 |  0.00039972211728520957 |  0.00045349391514181066 |   0.0005075342656469231 |   0.0005591836414990767 |   0.0006127969125720942 |   0.0006664093320553671 |   0.0007176779925779609 |   0.0007715543049458437 |   0.0008237504173286472 |   0.0008390196144713514 |   0.0007666411797342197 | -0.00011143323205171756 |  0.00018358814760305317 | 0.0 |   9.209663852578185e-06 | 0.0 |    3.50588082550678e-06 |   5.277826930495735e-08 | 0.0 |
|      afEs0-lr-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       afEs0-lr-irf.e_reco_model.bias |   0.0024586813564787253 |   3.670747994109863e-16 | 0.0 |   5.708433563500634e-06 |  2.5091388588483225e-06 | 0.0 | 0.0 | 0.0 | 0.0 |   6.336411137748136e-07 | -2.4070942588888805e-06 | -5.2206806582596975e-06 |  -2.564797042557172e-06 |  -6.112311314050868e-07 |  -7.989668198765494e-07 |   2.360925114774052e-06 |    6.86966241111024e-06 |   9.890416761715482e-06 |  1.3399075748029328e-05 |  1.7367949810293565e-05 |   2.070402558965263e-05 |  2.4065542600054447e-05 |  2.7532671593885877e-05 |  3.0488179935710436e-05 |  3.3450489586855465e-05 |   3.745893064132825e-05 |   4.110293262744254e-05 |  3.9911240865840224e-05 |   3.130154541561969e-05 | -2.0009790302083737e-07 |   9.209663852578185e-06 | 0.0 |    0.002329637039227959 | 0.0 |  -3.314900729713504e-05 |   2.347592313498121e-05 | 0.0 |
