|                           Parameters |                      0 |                       1 |   2 |                       3 |                      4 |                      5 |   6 |                      7 |                      8 |   9 |  10 |  11 |  12 |  13 |  14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |                      33 |                      34 |
|          70YEH-5--bkg.spectral._norm |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|          70YEH-5--bkg.spectral.norm0 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|          70YEH-5--bkg.spectral.norm1 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|          70YEH-5--bkg.spectral.norm2 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|          70YEH-5--bkg.spectral.norm3 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|          70YEH-5--bkg.spectral.norm4 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.406041983701535e-07 |   1.761214524938571e-07 |  -4.285773743138099e-08 |  -8.007063994947864e-09 |  1.8724972544580532e-08 | -1.3321613278753696e-08 |   4.726570900219674e-09 |  1.3761214454025513e-09 | -3.7198883631864157e-09 |  3.2387263741185565e-09 |  -1.497733528416694e-09 |  -2.047782463549467e-10 |  1.1690374715543307e-09 | -1.2552315064751077e-09 |    6.80482909815657e-10 |  1.8990043488442866e-10 |  -9.636789944089593e-10 |  1.1920707505196061e-09 |  -4.190372717917528e-11 |  -4.688672547018628e-09 |
|          70YEH-5--bkg.spectral.norm5 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.761214524938571e-07 |    2.62885645646208e-07 |   7.290777271030382e-08 |  -3.443440534993493e-08 |   9.543575976028876e-09 |  2.8617068917688985e-09 | -6.3064444834417654e-09 |  4.8949776316201275e-09 | -1.9777773004177946e-09 |  -4.187366850861251e-10 |  1.5341851627349403e-09 | -1.4747184576113603e-09 |   7.457530051931445e-10 |  1.0769295025780155e-10 |   -6.91844959567661e-10 |   8.059914547296593e-10 |  -3.954029619353197e-10 |  -5.083822677469774e-10 |  1.6289081467391686e-09 |   7.951675589263613e-10 |
|          70YEH-5--bkg.spectral.norm6 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.285773743138099e-08 |   7.290777271030382e-08 |   1.758912733142294e-07 |   5.015012129078017e-08 | -2.7753937833706013e-08 |   9.704331376608313e-09 |   1.056521985809212e-09 |  -5.060548389320996e-09 |   4.613582957612569e-09 | -2.2823710208550775e-09 |  -2.408070780443569e-11 |  1.3471481224387073e-09 | -1.5360224524231168e-09 |   9.194896922766653e-10 |  1.0573719209691828e-11 |  -7.997932580704909e-10 |  1.0897766600024565e-09 |  -5.463807339387348e-10 |  -1.275600814102282e-09 |   3.116956991294378e-09 |
|          70YEH-5--bkg.spectral.norm7 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -8.007063994947864e-09 |  -3.443440534993493e-08 |   5.015012129078017e-08 |  1.2768527088079448e-07 |   3.663904521073147e-08 |  -2.131846270904508e-08 |   7.986045877844989e-09 |   5.562350398761582e-10 |  -4.067634835821526e-09 |  3.9376778076282225e-09 | -2.0646119502959923e-09 |   3.516507625697266e-11 |  1.2366864374621882e-09 | -1.4938823098592403e-09 |    9.24275056654616e-10 |   7.759288911964909e-11 | -1.0603585499623482e-09 |  1.4912458287165396e-09 |  -3.421406423393825e-10 |  -5.648795531771492e-09 |
|          70YEH-5--bkg.spectral.norm8 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.8724972544580532e-08 |   9.543575976028876e-09 | -2.7753937833706013e-08 |   3.663904521073147e-08 |  1.0259785660683597e-07 |  2.8772468442077508e-08 | -1.7717381645460945e-08 |   7.215415992284472e-09 |   7.641186941509146e-11 | -3.4247440377158703e-09 |   3.596068781075841e-09 |  -2.031057401560173e-09 |  1.1445486474627368e-10 |  1.2272032094071008e-09 | -1.6020456528918014e-09 |  1.0287242067533493e-09 |    2.37479467424779e-10 | -1.7666793836702842e-09 |   2.440318115229483e-09 |  5.1718317706106915e-09 |
|          70YEH-5--bkg.spectral.norm9 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3321613278753696e-08 |  2.8617068917688985e-09 |   9.704331376608313e-09 |  -2.131846270904508e-08 |  2.8772468442077508e-08 |    8.80323640487434e-08 |  2.4814442191922874e-08 | -1.6024300341302967e-08 |   6.923183178396637e-09 | -1.4726665330988404e-10 |  -3.239287557877732e-09 |   3.610121201695367e-09 |  -2.136314705265619e-09 |  1.1741748970431088e-10 |  1.4435134744788193e-09 | -1.9682314673238462e-09 |     1.2170292575171e-09 |   8.626768086923643e-10 | -3.8538055487788045e-09 |  -5.373565009006221e-10 |
|         70YEH-5--bkg.spectral.norm10 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.726570900219674e-09 | -6.3064444834417654e-09 |   1.056521985809212e-09 |   7.986045877844989e-09 | -1.7717381645460945e-08 |  2.4814442191922874e-08 |   7.966504072885613e-08 |  2.2936600404178983e-08 |  -1.528955976468112e-08 |   6.819040499626683e-09 | -1.6563753296233123e-10 |  -3.366794619917504e-09 |   3.868055746145152e-09 | -2.3212306820265813e-09 | -6.0787098345946165e-12 |   1.978601387561701e-09 |   -2.70821882606621e-09 |   1.366530267692599e-09 |   3.155319520644852e-09 |  -7.763605705552375e-09 |
|         70YEH-5--bkg.spectral.norm11 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3761214454025513e-09 |  4.8949776316201275e-09 |  -5.060548389320996e-09 |   5.562350398761582e-10 |   7.215415992284472e-09 | -1.6024300341302967e-08 |  2.2936600404178983e-08 |    7.58961141636691e-08 |  2.2326921552368972e-08 | -1.5271113322319556e-08 |  6.9623763455672844e-09 |  -9.781447986424442e-11 |  -3.761619683473613e-09 |   4.412004187078432e-09 | -2.6362192763107765e-09 |  -3.313258254638149e-10 |  3.1551117503502986e-09 |  -4.285336722715776e-09 |    7.61774297214799e-10 |  1.6391518213745036e-08 |
|         70YEH-5--bkg.spectral.norm12 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -3.7198883631864157e-09 | -1.9777773004177946e-09 |   4.613582957612569e-09 |  -4.067634835821526e-09 |   7.641186941509146e-11 |   6.923183178396637e-09 |  -1.528955976468112e-08 |  2.2326921552368972e-08 |   7.594665905955342e-08 |   2.287628848504923e-08 | -1.6051934018081595e-08 |    7.45488802960593e-09 |   5.884182837515649e-11 |  -4.563523755280971e-09 |    5.44363872246508e-09 |   -3.14829389057575e-09 | -1.2523514309614896e-09 |  6.1609227348347725e-09 |  -7.634358650611697e-09 |  -1.869616104025066e-08 |
|         70YEH-5--bkg.spectral.norm13 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.2387263741185565e-09 |  -4.187366850861251e-10 | -2.2823710208550775e-09 |  3.9376778076282225e-09 | -3.4247440377158703e-09 | -1.4726665330988404e-10 |   6.819040499626683e-09 | -1.5271113322319556e-08 |   2.287628848504923e-08 |    7.97593312689774e-08 |  2.4773478334698302e-08 | -1.7844255822533343e-08 |   8.397259719218694e-09 |  4.1962612291084057e-10 |  -6.111952595478634e-09 |   7.352531891626082e-09 |   -3.79875447997785e-09 |  -4.281743560085112e-09 |  1.4567017715536248e-08 |  6.1550973504701545e-09 |
|         70YEH-5--bkg.spectral.norm14 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.497733528416694e-09 |  1.5341851627349403e-09 |  -2.408070780443569e-11 | -2.0646119502959923e-09 |   3.596068781075841e-09 |  -3.239287557877732e-09 | -1.6563753296233123e-10 |  6.9623763455672844e-09 | -1.6051934018081595e-08 |  2.4773478334698302e-08 |   8.821078558178088e-08 |  2.8506568052120392e-08 |  -2.111486323147376e-08 |  1.0005304096004865e-08 |  1.2351166777702868e-09 |  -9.177521868713049e-09 |  1.1028069453592693e-08 |  -4.048740142029409e-09 | -1.5176029511635242e-08 |  2.7027291730409306e-08 |
|         70YEH-5--bkg.spectral.norm15 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.047782463549467e-10 | -1.4747184576113603e-09 |  1.3471481224387073e-09 |   3.516507625697266e-11 |  -2.031057401560173e-09 |   3.610121201695367e-09 |  -3.366794619917504e-09 |  -9.781447986424442e-11 |    7.45488802960593e-09 | -1.7844255822533343e-08 |  2.8506568052120392e-08 |  1.0353935351157026e-07 |    3.52083294220325e-08 | -2.6940785167822522e-08 |  1.2764332988160828e-08 |  3.2215340458256696e-09 | -1.6015371270412192e-08 |  1.9151344828844795e-08 |   2.837844776358712e-10 |   -7.51136367706773e-08 |
|         70YEH-5--bkg.spectral.norm16 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1690374715543307e-09 |   7.457530051931445e-10 | -1.5360224524231168e-09 |  1.2366864374621882e-09 |  1.1445486474627368e-10 |  -2.136314705265619e-09 |   3.868055746145152e-09 |  -3.761619683473613e-09 |   5.884182837515649e-11 |   8.397259719218694e-09 |  -2.111486323147376e-08 |    3.52083294220325e-08 |  1.3056524906138086e-07 |   4.749012631579558e-08 |  -3.780604860252272e-08 |  1.7579804462353248e-08 |   9.126960216041598e-09 |  -3.468866490079511e-08 |   3.789717388835868e-08 |  1.0749993685473652e-07 |
|         70YEH-5--bkg.spectral.norm17 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2552315064751077e-09 |  1.0769295025780155e-10 |   9.194896922766653e-10 | -1.4938823098592403e-09 |  1.2272032094071008e-09 |  1.1741748970431088e-10 | -2.3212306820265813e-09 |   4.412004187078432e-09 |  -4.563523755280971e-09 |  4.1962612291084057e-10 |  1.0005304096004865e-08 | -2.6940785167822522e-08 |   4.749012631579558e-08 |   1.801488040126987e-07 |    7.16941569191864e-08 |  -5.981219036415067e-08 |  2.5731461340488533e-08 |   3.065256154174145e-08 |   -9.42936237426601e-08 |  -5.243591275521889e-08 |
|         70YEH-5--bkg.spectral.norm18 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    6.80482909815657e-10 |   -6.91844959567661e-10 |  1.0573719209691828e-11 |    9.24275056654616e-10 | -1.6020456528918014e-09 |  1.4435134744788193e-09 | -6.0787098345946165e-12 | -2.6362192763107765e-09 |    5.44363872246508e-09 |  -6.111952595478634e-09 |  1.2351166777702868e-09 |  1.2764332988160828e-08 |  -3.780604860252272e-08 |    7.16941569191864e-08 |  2.7961497387676564e-07 |  1.2542273941683085e-07 | -1.1080449652816356e-07 |   3.799311650226385e-08 |  1.2306529209536251e-07 | -2.1254029064757272e-07 |
|         70YEH-5--bkg.spectral.norm19 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.8990043488442866e-10 |   8.059914547296593e-10 |  -7.997932580704909e-10 |   7.759288911964909e-11 |  1.0287242067533493e-09 | -1.9682314673238462e-09 |   1.978601387561701e-09 |  -3.313258254638149e-10 |   -3.14829389057575e-09 |   7.352531891626082e-09 |  -9.177521868713049e-09 |  3.2215340458256696e-09 |  1.7579804462353248e-08 |  -5.981219036415067e-08 |  1.2542273941683085e-07 |   5.084947990162045e-07 |  2.7031099620025003e-07 |  -2.602365384355532e-07 |   3.279882335996842e-08 |   8.120001417978551e-07 |
|         70YEH-5--bkg.spectral.norm20 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.636789944089593e-10 |  -3.954029619353197e-10 |  1.0897766600024565e-09 | -1.0603585499623482e-09 |    2.37479467424779e-10 |     1.2170292575171e-09 |   -2.70821882606621e-09 |  3.1551117503502986e-09 | -1.2523514309614896e-09 |   -3.79875447997785e-09 |  1.1028069453592693e-08 | -1.6015371270412192e-08 |   9.126960216041598e-09 |  2.5731461340488533e-08 | -1.1080449652816356e-07 |  2.7031099620025003e-07 |   1.147399018881469e-06 |   7.990419029710197e-07 |  -8.361595378042252e-07 | -1.4761207445498684e-06 |
|         70YEH-5--bkg.spectral.norm21 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1920707505196061e-09 |  -5.083822677469774e-10 |  -5.463807339387348e-10 |  1.4912458287165396e-09 | -1.7666793836702842e-09 |   8.626768086923643e-10 |   1.366530267692599e-09 |  -4.285336722715776e-09 |  6.1609227348347725e-09 |  -4.281743560085112e-09 |  -4.048740142029409e-09 |  1.9151344828844795e-08 |  -3.468866490079511e-08 |   3.065256154174145e-08 |   3.799311650226385e-08 |  -2.602365384355532e-07 |   7.990419029710197e-07 |   3.538708849386955e-06 |  3.6474463660987846e-06 | -1.0664435001441857e-06 |
|         70YEH-5--bkg.spectral.norm22 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.190372717917528e-11 |  1.6289081467391686e-09 |  -1.275600814102282e-09 |  -3.421406423393825e-10 |   2.440318115229483e-09 | -3.8538055487788045e-09 |   3.155319520644852e-09 |    7.61774297214799e-10 |  -7.634358650611697e-09 |  1.4567017715536248e-08 | -1.5176029511635242e-08 |   2.837844776358712e-10 |   3.789717388835868e-08 |   -9.42936237426601e-08 |  1.2306529209536251e-07 |   3.279882335996842e-08 |  -8.361595378042252e-07 |  3.6474463660987846e-06 |  1.8456272272809507e-05 |   3.348933342735231e-05 |
|         70YEH-5--bkg.spectral.norm23 |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.688672547018628e-09 |   7.951675589263613e-10 |   3.116956991294378e-09 |  -5.648795531771492e-09 |  5.1718317706106915e-09 |  -5.373565009006221e-10 |  -7.763605705552375e-09 |  1.6391518213745036e-08 |  -1.869616104025066e-08 |  6.1550973504701545e-09 |  2.7027291730409306e-08 |   -7.51136367706773e-08 |  1.0749993685473652e-07 |  -5.243591275521889e-08 | -2.1254029064757272e-07 |   8.120001417978551e-07 | -1.4761207445498684e-06 | -1.0664435001441857e-06 |   3.348933342735231e-05 |    0.000111157029153567 |
