|                           Parameters |                       0 |                       1 |   2 |                       3 |                       4 |   5 |   6 |   7 |   8 |                       9 |                      10 |                      11 |                      12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |  29 |  30 |  31 |                      32 |  33 |                      34 |                      35 |  36 |
|          9o3BKLmJ-bkg.spectral.norm8 |  -6.726440723708079e-06 |  -1.449659055546115e-17 | 0.0 |  4.6204770033077075e-08 |  -4.596450200174638e-12 | 0.0 | 0.0 | 0.0 | 0.0 |  2.7109641060301594e-06 |   7.182123243041433e-07 |  -5.630112713714723e-06 |  1.2080849752819524e-05 |    3.31285384426644e-05 |   1.330862022513047e-05 |  -8.279823940757136e-06 |    5.13380329050049e-07 |  3.8707697245139696e-06 | -2.8888547222232057e-06 | -2.9188818558813493e-07 |   2.011967611308755e-06 | -1.0330146320252696e-06 |  -7.326794588445632e-07 |  1.0674688208875304e-06 |    7.83292768938207e-08 |   -7.76849618998195e-07 |   7.566125459056498e-08 |   5.376154993378669e-07 |  -8.226571875278563e-08 | 0.0 | 0.0 | 0.0 | -2.9311126690983057e-06 | 0.0 |   7.277656873454302e-07 |  -5.313410624184212e-08 | 0.0 |
|          9o3BKLmJ-bkg.spectral.norm9 |   -8.09464418308598e-06 |  -1.294913704431844e-17 | 0.0 |   4.173586150833534e-08 | -1.5419011492707804e-10 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.532780521923569e-06 |  1.2645904713787472e-06 |  1.1001211660475573e-06 |  -6.984429365873064e-06 |   1.330862022513047e-05 |   4.046838867095037e-05 |  1.8366805981789024e-05 |  -9.754691674195714e-06 |  -5.137755904048079e-07 |  5.2495455033573385e-06 | -3.1281554447191726e-06 |  -1.113670932449556e-06 |   2.699396459255346e-06 |  -7.484230763735526e-07 | -1.4338203500576745e-06 |  1.1184119645919159e-06 |   7.020532705533754e-07 |  -9.059847863815565e-07 |   -4.46746465408356e-07 |   7.570276371265152e-07 | 0.0 | 0.0 | 0.0 |  -8.774565075068471e-06 | 0.0 |   6.579222735887872e-07 |  -5.971289719993364e-08 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm10 | -4.4425714727002314e-06 | -1.2136765516618302e-17 | 0.0 |   5.267778810203559e-08 | -4.9571095917472315e-11 | 0.0 | 0.0 | 0.0 | 0.0 |   6.810230305105042e-07 | -1.5911425545122634e-06 |  2.0931064678709262e-06 |  1.0923339649797936e-06 |  -8.279823940757136e-06 |  1.8366805981789024e-05 |  5.4199451328473306e-05 |  2.6299232035577093e-05 | -1.2552170980389927e-05 | -1.9356659338691193e-06 |   7.588904497765736e-06 | -3.5723663208619184e-06 | -2.5115296419345254e-06 |  3.7495475574501255e-06 |  -9.787569909348241e-08 |  -2.528864080082035e-06 |   8.181999593026511e-07 |  1.6692060097515121e-06 |  -6.182525086505998e-07 | -1.2755641342468722e-06 | 0.0 | 0.0 | 0.0 |   -7.97964649955863e-06 | 0.0 |   6.303431826940633e-07 |  -3.915077028660497e-08 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm11 |   1.835829952942018e-06 | -1.0699234038575933e-17 | 0.0 |   6.731680743665698e-08 |  1.2375107499902077e-10 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1234219692244223e-06 |  4.7577951673108036e-07 |  -2.303243685557174e-06 |   3.088880518251117e-06 |    5.13380329050049e-07 |  -9.754691674195714e-06 |  2.6299232035577093e-05 |   7.060962000461953e-05 |  3.4595284273270745e-05 | -1.5683160788536652e-05 | -3.5195577741416214e-06 |  1.0220696555126394e-05 |  -3.757851503617636e-06 | -4.3720726208600665e-06 |   4.678451179017562e-06 |  1.2258297308658653e-06 |  -3.572555632553906e-06 | -1.8101216875661396e-07 |  2.5925016330164655e-06 |   1.424342436602908e-07 | 0.0 | 0.0 | 0.0 |  -4.182355692585511e-06 | 0.0 |   5.745325160938107e-07 | -3.2014441845972797e-09 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm12 |   5.146150092409102e-06 |  -8.322108772268887e-18 | 0.0 |   7.247205032658966e-08 |  2.3826525386294083e-10 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2969071561307986e-06 |   6.113035607098901e-07 |   4.905070350590474e-07 | -2.7932083143835315e-06 |  3.8707697245139696e-06 |  -5.137755904048079e-07 | -1.2552170980389927e-05 |  3.4595284273270745e-05 |   9.048345810484138e-05 |  4.5313972965307326e-05 | -1.9798299781309154e-05 |   -6.10860297754589e-06 |   1.385074104606103e-05 | -3.4427978938471106e-06 |  -7.314192258502119e-06 |   5.319315029507971e-06 |   3.733944240202326e-06 |  -4.298897911038204e-06 |  -2.364919566828625e-06 |   3.605117237604378e-06 | 0.0 | 0.0 | 0.0 |  -3.904553168935266e-06 | 0.0 |   4.784838158086116e-07 |   1.818401541668255e-08 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm13 |   8.282206396494362e-06 | -6.3295337845530916e-18 | 0.0 |   7.955141215256242e-08 |   5.978403407491702e-10 | 0.0 | 0.0 | 0.0 | 0.0 |  2.3167072064968208e-07 |  -7.461764816375454e-07 |   1.058830502861783e-06 |  1.8353616480031452e-07 | -2.8888547222232057e-06 |  5.2495455033573385e-06 | -1.9356659338691193e-06 | -1.5683160788536652e-05 |  4.5313972965307326e-05 |  0.00011614394213088531 |   6.039449447584768e-05 | -2.4815711759249414e-05 | -1.0711067818286866e-05 |   1.873895757236996e-05 | -1.7254139411664868e-06 | -1.1832544412862311e-05 |   4.496592672862555e-06 |   7.640890186456754e-06 |  -3.380251723176467e-06 |  -5.925570380184096e-06 | 0.0 | 0.0 | 0.0 |  -2.636182875412916e-06 | 0.0 |   4.102041902047226e-07 |  3.8785295338788666e-08 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm14 |  1.1957835420827051e-05 |  -4.627333812456675e-18 | 0.0 |   9.255640962820645e-08 |  1.5788252720096074e-09 | 0.0 | 0.0 | 0.0 | 0.0 |   6.211677121739299e-07 |   1.262671137737464e-07 |  -1.037932586770566e-06 |  1.5950896821264265e-06 | -2.9188818558813493e-07 | -3.1281554447191726e-06 |   7.588904497765736e-06 | -3.5195577741416214e-06 | -1.9798299781309154e-05 |   6.039449447584768e-05 |   0.0001525406684000447 |   8.310184667556607e-05 | -3.1249186193728464e-05 | -1.8705057836623103e-05 |   2.540156038297026e-05 |  2.8532346239346017e-06 | -1.7933254090886992e-05 |  1.0202908978822489e-06 |  1.2678019305944001e-05 | -1.0086672685342587e-06 | 0.0 | 0.0 | 0.0 |  -8.249266104482697e-08 | 0.0 |   3.740153322719281e-07 |   6.192204923924141e-08 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm15 |  1.4194198904891579e-05 | -2.9837166262334336e-18 | 0.0 |   1.080287192958711e-07 |  3.3226221453023525e-09 | 0.0 | 0.0 | 0.0 | 0.0 |  -5.831264783541289e-07 |  3.6288489940364335e-07 |  1.8611376129415455e-08 |  -1.164242895073204e-06 |   2.011967611308755e-06 |  -1.113670932449556e-06 | -3.5723663208619184e-06 |  1.0220696555126394e-05 |   -6.10860297754589e-06 | -2.4815711759249414e-05 |   8.310184667556607e-05 |  0.00020628196643920267 |  0.00011848067525205851 |  -3.955300124889284e-05 |  -3.300309807841538e-05 |   3.398415727237017e-05 |  1.3332723046669033e-05 |  -2.510384371192832e-05 |  -8.400638427551838e-06 |    2.03786048717952e-05 | 0.0 | 0.0 | 0.0 |   1.040833716097932e-06 | 0.0 |  3.6523250329686024e-07 |   7.686474295989986e-08 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm16 |  1.5909057784034274e-05 |  -1.781456975417743e-18 | 0.0 |  1.2911513367737054e-07 |   5.569730450409715e-09 | 0.0 | 0.0 | 0.0 | 0.0 |  -5.399351152219511e-08 | -3.3449942335450585e-07 |   6.421571609982939e-07 |  -3.064246381117789e-07 | -1.0330146320252696e-06 |   2.699396459255346e-06 | -2.5115296419345254e-06 |  -3.757851503617636e-06 |   1.385074104606103e-05 | -1.0711067818286866e-05 | -3.1249186193728464e-05 |  0.00011848067525205851 |   0.0002879898578113081 |  0.00017527724456580814 |  -4.949398701252779e-05 |  -5.901071497656424e-05 |  4.1985110497392864e-05 |   3.309587142253474e-05 | -2.9358533927714327e-05 |  -2.580851098263344e-05 | 0.0 | 0.0 | 0.0 |  2.0653607184340406e-06 | 0.0 |  4.0157124839558317e-07 |   8.827212338002577e-08 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm17 |   1.767485552899881e-05 | -1.0489404574159503e-18 | 0.0 |  1.6968706693957548e-07 |   9.241892404815771e-09 | 0.0 | 0.0 | 0.0 | 0.0 |  4.0250478843246354e-07 |  -7.774779984788755e-08 |  -4.000650549689881e-07 |   9.333904228441383e-07 |  -7.326794588445632e-07 |  -7.484230763735526e-07 |  3.7495475574501255e-06 | -4.3720726208600665e-06 | -3.4427978938471106e-06 |   1.873895757236996e-05 | -1.8705057836623103e-05 |  -3.955300124889284e-05 |  0.00017527724456580814 |   0.0004172691893978494 |  0.00027134262981899464 | -5.8572690903559815e-05 | -0.00010565318497853444 |   4.646663958092829e-05 |   6.943703090150727e-05 |  -3.639287980937823e-05 | 0.0 | 0.0 | 0.0 |  3.4866424594898084e-06 | 0.0 |   5.411379343662833e-07 |   9.902727421374611e-08 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm18 |  1.8456922453468703e-05 |  -7.366946038288601e-19 | 0.0 |   2.464225579388838e-07 |   1.645023563793999e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   -1.74631020431703e-07 |   2.379149994964337e-07 | -2.6594601291012383e-07 | -2.6827625479226897e-07 |  1.0674688208875304e-06 | -1.4338203500576745e-06 |  -9.787569909348241e-08 |   4.678451179017562e-06 |  -7.314192258502119e-06 | -1.7254139411664868e-06 |   2.540156038297026e-05 |  -3.300309807841538e-05 |  -4.949398701252779e-05 |  0.00027134262981899464 |   0.0006312081819333594 |   0.0004424740273636434 |  -5.534995343187003e-05 | -0.00018795772121637334 |   3.005198369932607e-05 |  0.00014297893803943846 | 0.0 | 0.0 | 0.0 |   4.071538608670053e-06 | 0.0 |   8.713895712174056e-07 |  1.0348068665786322e-07 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm19 |  1.9332671763027973e-05 |  -6.922103322050064e-19 | 0.0 |   3.455883744340271e-07 |   2.599530444808297e-08 | 0.0 | 0.0 | 0.0 | 0.0 | -2.1765981962416848e-07 |  -6.894499461578195e-08 |   3.548889490327946e-07 |   -5.57995962379683e-07 |    7.83292768938207e-08 |  1.1184119645919159e-06 |  -2.528864080082035e-06 |  1.2258297308658653e-06 |   5.319315029507971e-06 | -1.1832544412862311e-05 |  2.8532346239346017e-06 |   3.398415727237017e-05 |  -5.901071497656424e-05 | -5.8572690903559815e-05 |   0.0004424740273636434 |    0.000999278209620229 |   0.0007501400758514572 | -2.9814341276886274e-05 |  -0.0003317358804564639 |   5.099882302027074e-06 | 0.0 | 0.0 | 0.0 |  4.7253921417304845e-06 | 0.0 |  1.3130879087944753e-06 |  1.0782557736470052e-07 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm20 |  2.2559818399282085e-05 | -2.4507555165597666e-19 | 0.0 |   4.146524988487411e-07 |  3.1967821313594213e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  1.8088128083760889e-07 | -1.7182868029251626e-07 |  5.0298999465006155e-08 |   3.281429407527803e-07 |   -7.76849618998195e-07 |   7.020532705533754e-07 |   8.181999593026511e-07 |  -3.572555632553906e-06 |   3.733944240202326e-06 |   4.496592672862555e-06 | -1.7933254090886992e-05 |  1.3332723046669033e-05 |  4.1985110497392864e-05 | -0.00010565318497853444 |  -5.534995343187003e-05 |   0.0007501400758514572 |   0.0016326384852837293 |   0.0013218941258882904 |   8.175352196999412e-05 |  -0.0006760854375347967 | 0.0 | 0.0 | 0.0 |   6.762090982380644e-06 | 0.0 |  1.5746088131356189e-06 |   1.248695520831908e-07 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm21 |   2.638305677755935e-05 |   8.836571008637526e-19 | 0.0 |  4.0943009106543604e-07 |  2.9722291111216088e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1782776135326045e-07 |  5.3438699651231176e-08 |  -2.995663907617035e-07 |    3.10714591642044e-07 |   7.566125459056498e-08 |  -9.059847863815565e-07 |  1.6692060097515121e-06 | -1.8101216875661396e-07 |  -4.298897911038204e-06 |   7.640890186456754e-06 |  1.0202908978822489e-06 |  -2.510384371192832e-05 |   3.309587142253474e-05 |   4.646663958092829e-05 | -0.00018795772121637334 | -2.9814341276886274e-05 |   0.0013218941258882904 |    0.002816191212658847 |    0.002436054286882657 |  0.00027354058084025443 | 0.0 | 0.0 | 0.0 |   7.941211046297989e-06 | 0.0 |  1.4620082409780886e-06 |  1.4462938052288728e-07 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm22 |   2.538702805539893e-05 |  1.8878997426694707e-18 | 0.0 |   3.315552760417722e-07 |  2.0653435078347708e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.450833580992238e-07 |   8.442247717879923e-08 |  -6.453893823619222e-08 |  -2.719420046744031e-07 |   5.376154993378669e-07 |   -4.46746465408356e-07 |  -6.182525086505998e-07 |  2.5925016330164655e-06 |  -2.364919566828625e-06 |  -3.380251723176467e-06 |  1.2678019305944001e-05 |  -8.400638427551838e-06 | -2.9358533927714327e-05 |   6.943703090150727e-05 |   3.005198369932607e-05 |  -0.0003317358804564639 |   8.175352196999412e-05 |    0.002436054286882657 |    0.005238902302416826 |    0.005574306562980949 | 0.0 | 0.0 | 0.0 |   4.461365499917052e-06 | 0.0 |   1.075934518707248e-06 |   1.366705749890756e-07 | 0.0 |
|         9o3BKLmJ-bkg.spectral.norm23 |  1.7579329712120483e-05 |  1.9328143689289106e-18 | 0.0 |  2.1789280872565288e-07 |   1.006917681442033e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.193367929080894e-07 |   -9.65234530957159e-08 |   1.984384084123808e-07 | -2.6749846516731884e-07 |  -8.226571875278563e-08 |   7.570276371265152e-07 | -1.2755641342468722e-06 |   1.424342436602908e-07 |   3.605117237604378e-06 |  -5.925570380184096e-06 | -1.0086672685342587e-06 |    2.03786048717952e-05 |  -2.580851098263344e-05 |  -3.639287980937823e-05 |  0.00014297893803943846 |   5.099882302027074e-06 |  -0.0006760854375347967 |  0.00027354058084025443 |    0.005574306562980949 |    0.013432154070528501 | 0.0 | 0.0 | 0.0 |  -3.083080288750085e-06 | 0.0 |   6.445288054503405e-07 |   9.087392076588621e-08 | 0.0 |
|           9o3BKLmJ-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           9o3BKLmJ-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      9o3BKLmJ-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       9o3BKLmJ-irf.e_reco_model.bias |      0.0042349807155847 |   5.846237599946975e-16 | 0.0 |   5.815679845239107e-06 |  1.7606123980975338e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  1.0719020003206365e-05 |    8.97759554124012e-06 | -2.9893469868502156e-06 |  -3.117394834529548e-06 | -2.9311126690983057e-06 |  -8.774565075068471e-06 |   -7.97964649955863e-06 |  -4.182355692585511e-06 |  -3.904553168935266e-06 |  -2.636182875412916e-06 |  -8.249266104482697e-08 |   1.040833716097932e-06 |  2.0653607184340406e-06 |  3.4866424594898084e-06 |   4.071538608670053e-06 |  4.7253921417304845e-06 |   6.762090982380644e-06 |   7.941211046297989e-06 |   4.461365499917052e-06 |  -3.083080288750085e-06 | 0.0 | 0.0 | 0.0 |   0.0048433217321550304 | 0.0 |  -3.182296781158604e-05 |  2.3396526345885856e-05 | 0.0 |
