|                           Parameters |                       0 |                       1 |   2 |                       3 |                       4 |   5 |   6 |   7 |   8 |                       9 |                      10 |                      11 |                      12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |  29 |  30 |  31 |                      32 |  33 |                      34 |                      35 |  36 |
|          b3kqo8Ei-bkg.spectral.norm5 | -1.2000253406687644e-05 | -2.5421956102327914e-17 | 0.0 |   7.877893219766717e-08 |   4.043525268804235e-09 | 0.0 | 0.0 | 0.0 | 0.0 |  2.5374464332828167e-05 |   4.416302490619482e-05 |  1.6357248626777928e-05 |  -8.589808579718923e-06 |  1.6235409727617163e-07 |  3.5942477079607524e-06 | -2.8906098841377472e-06 |  -2.682599187862182e-07 |  1.8872980996001685e-06 |  -9.514009263403157e-07 |  -6.262317719531898e-07 |   8.569135622625856e-07 |  -6.217564351994336e-08 |   -5.71375807260386e-07 |  1.6745383978605487e-07 |   2.850194664850354e-07 |  -1.900346134946113e-07 | -2.4815546405833503e-07 |  1.9917689266813506e-08 |  1.1120090421213717e-07 | 0.0 | 0.0 | 0.0 |  1.1602840384682096e-05 | 0.0 |   6.587532454420873e-07 |  -4.653293917544596e-08 | 0.0 |
|          b3kqo8Ei-bkg.spectral.norm6 |    -1.9920483332531e-05 | -2.8908079375876435e-17 | 0.0 |   7.973767120399063e-08 |  3.4246290803319493e-09 | 0.0 | 0.0 | 0.0 | 0.0 | -1.0679415056880164e-05 |  1.6357248626777928e-05 |   5.247110725217215e-05 |  2.4377496497753247e-05 | -1.1104927270188387e-05 | -2.2785736874071426e-07 |   6.117606817314853e-06 | -3.8125720237127075e-06 | -1.1981303778900605e-06 |  2.9551887251374486e-06 |  -9.163439216291979e-07 | -1.3331818547479757e-06 |  1.1543506809932731e-06 |  3.3935638782260786e-07 |  -8.966659159083806e-07 |  -7.073130640176476e-08 |     5.4778624972037e-07 |   4.495722252138127e-09 | -4.1499531454025343e-07 | -1.8104387817711475e-07 | 0.0 | 0.0 | 0.0 |  -2.696835618813054e-06 | 0.0 |    7.31844791628936e-07 |   -7.47792510245897e-08 | 0.0 |
|          b3kqo8Ei-bkg.spectral.norm7 | -1.7127922509330292e-05 |  -3.033772599592919e-17 | 0.0 |  1.0019351758498177e-07 |  4.4408423185700774e-09 | 0.0 | 0.0 | 0.0 | 0.0 | -3.0852775438485274e-06 |  -8.589808579718923e-06 |  2.4377496497753247e-05 |   6.068355058194734e-05 |  2.7325804922677814e-05 | -1.3300500159532615e-05 | -1.0219769234834135e-06 |    7.85677586275116e-06 |  -3.900172156797288e-06 | -2.2224866801409804e-06 |   3.548141050541903e-06 | -4.4691436673336227e-07 | -1.9783458059960627e-06 |  1.0623884466868217e-06 |   9.177493274843484e-07 |  -9.217168166823805e-07 |  -5.386802533545799e-07 |   5.589935788352256e-07 |   3.988670912926175e-07 | -3.2428313055417476e-07 | 0.0 | 0.0 | 0.0 |  -4.861781040381424e-06 | 0.0 |   7.601546088255464e-07 |  -7.038818124020113e-08 | 0.0 |
|          b3kqo8Ei-bkg.spectral.norm8 | -1.1778095557417383e-05 | -2.9912773198858756e-17 | 0.0 |  1.1693359875862733e-07 |   5.454804798561157e-09 | 0.0 | 0.0 | 0.0 | 0.0 |   6.703665769596519e-06 |  1.6235409727617163e-07 | -1.1104927270188387e-05 |  2.7325804922677814e-05 |   6.854849458937669e-05 |   3.024064731711719e-05 | -1.6002653842412582e-05 |  -2.431725524077821e-06 |   9.300481001054071e-06 | -3.6697534304352956e-06 | -3.2932230326685163e-06 |   3.909206012969056e-06 |  2.8196031527223157e-07 | -2.5362287236513777e-06 |   6.536684253654235e-07 |  1.5413378969884665e-06 |  -5.700740804710534e-07 | -1.0194729689592791e-06 |   2.186451864176347e-07 |   8.018550722374906e-07 | 0.0 | 0.0 | 0.0 |  -3.873385855287353e-06 | 0.0 |   7.517529121888032e-07 | -5.5837449640926465e-08 | 0.0 |
|          b3kqo8Ei-bkg.spectral.norm9 |   -9.13947572874542e-06 | -2.6334408319751597e-17 | 0.0 |  1.1767546756976726e-07 |  5.4217329575336506e-09 | 0.0 | 0.0 | 0.0 | 0.0 | -3.4238192849154828e-06 |  3.5942477079607524e-06 | -2.2785736874071426e-07 | -1.3300500159532615e-05 |   3.024064731711719e-05 |   8.329573454159688e-05 |   4.176175419834997e-05 |  -1.813243071602478e-05 |  -5.709324039125144e-06 |  1.1877545791109619e-05 | -2.9228098907338243e-06 |  -5.401927734067856e-06 |  4.2944577235956515e-06 |  1.7712214431688158e-06 |  -3.252709749687082e-06 |  -3.859153725621191e-07 |  2.2372969218518906e-06 |  3.6321070439455795e-07 | -1.3501762626096535e-06 |  -6.040907467926068e-07 | 0.0 | 0.0 | 0.0 | -1.0557386104596768e-05 | 0.0 |    6.70181921593221e-07 |  -4.697718981158171e-08 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm10 | -2.4496826660452752e-06 | -2.4100216479270112e-17 | 0.0 |  1.4154408029210118e-07 |  6.7028826897392715e-09 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3531955618986117e-06 | -2.8906098841377472e-06 |   6.117606817314853e-06 | -1.0219769234834135e-06 | -1.6002653842412582e-05 |   4.176175419834997e-05 |  0.00011110456977313099 |   5.898368214086369e-05 | -2.2321227916053403e-05 |  -1.019298204557214e-05 |  1.6005587729105387e-05 |  -1.804488155043979e-06 |  -8.617706526705438e-06 |   4.556269538817663e-06 |   4.189438192084822e-06 | -3.8045478214017218e-06 | -2.2977619629267927e-06 |  2.5233809995626904e-06 |  1.9575804390452337e-06 | -1.1866636626411825e-06 | 0.0 | 0.0 | 0.0 | -1.0996959064841466e-05 | 0.0 |   6.314000946911859e-07 | -2.6676399430974994e-08 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm11 |     7.6272527246233e-06 | -2.1924705715205197e-17 | 0.0 |  1.7664738637263272e-07 |   8.676454943719924e-09 | 0.0 | 0.0 | 0.0 | 0.0 |  3.1573810186214524e-06 |  -2.682599187862182e-07 | -3.8125720237127075e-06 |    7.85677586275116e-06 |  -2.431725524077821e-06 |  -1.813243071602478e-05 |   5.898368214086369e-05 |  0.00014490429634971675 |   7.744254776322536e-05 | -2.7488340005020552e-05 | -1.5181264420397939e-05 |  2.0651392664708118e-05 |    7.79422603680346e-08 |  -1.240309684050099e-05 |   3.930303087675983e-06 |  7.4305368359432035e-06 | -3.1392314457402238e-06 |  -4.813322641791884e-06 |  1.4538178946312905e-06 |  4.0406498619550875e-06 | 0.0 | 0.0 | 0.0 |  -5.637180138938986e-06 | 0.0 |   6.018610116505988e-07 |  4.3622910932836315e-09 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm12 |  1.4869154933507777e-05 | -1.7332517335729013e-17 | 0.0 |  1.9463560663242566e-07 |   9.821963904819876e-09 | 0.0 | 0.0 | 0.0 | 0.0 | -1.1473758576502697e-06 |  1.8872980996001685e-06 | -1.1981303778900605e-06 |  -3.900172156797288e-06 |   9.300481001054071e-06 |  -5.709324039125144e-06 | -2.2321227916053403e-05 |   7.744254776322536e-05 |  0.00018515280228814142 |  0.00010137287612362763 |  -3.375676899577611e-05 | -2.3037328769886976e-05 |   2.647243757000921e-05 |   4.093605077626021e-06 | -1.7459661840691254e-05 |  1.1961645647097084e-06 |  1.1566132473196784e-05 | -2.2207093535269124e-07 |  -7.340580926520634e-06 |  -1.762759976182849e-06 | 0.0 | 0.0 | 0.0 |   -4.40907869187912e-06 | 0.0 |   5.190591763528562e-07 |   2.962369026461357e-08 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm13 |  2.0155969132010566e-05 | -1.2904292981227554e-17 | 0.0 |  2.1334930414796814e-07 |  1.1570283338717053e-08 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2270608281228904e-06 |  -9.514009263403157e-07 |  2.9551887251374486e-06 | -2.2224866801409804e-06 | -3.6697534304352956e-06 |  1.1877545791109619e-05 |  -1.019298204557214e-05 | -2.7488340005020552e-05 |  0.00010137287612362763 |   0.0002373125572394601 |   0.0001345654497783544 | -4.0634255484580036e-05 | -3.5505345222500746e-05 |   3.311249657456357e-05 |  1.2014891752721911e-05 | -2.3267232933374865e-05 | -5.6427764915813475e-06 |  1.5229089370574217e-05 |   6.197866654726171e-06 |  -9.093246070467765e-06 | 0.0 | 0.0 | 0.0 |  -3.731672909374976e-06 | 0.0 |   4.555555630513579e-07 |   4.987512131271141e-08 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm14 |   2.555129538613958e-05 |  -9.783798108512623e-18 | 0.0 |  2.5137098631654345e-07 |  1.5600797139543338e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3446829704665865e-06 |  -6.262317719531898e-07 |  -9.163439216291979e-07 |   3.548141050541903e-06 | -3.2932230326685163e-06 | -2.9228098907338243e-06 |  1.6005587729105387e-05 | -1.5181264420397939e-05 |  -3.375676899577611e-05 |   0.0001345654497783544 |   0.0003110090995927642 |  0.00018449414782010823 | -4.8294498416500464e-05 |  -5.591290187344289e-05 |   4.031280768355261e-05 |  2.6999224906712944e-05 | -2.7614520075658805e-05 | -1.8408423387323997e-05 |  1.5220511825340458e-05 |  1.7988975294460635e-05 | 0.0 | 0.0 | 0.0 |   -4.85727147432279e-07 | 0.0 |  4.5401835410572877e-07 |   6.964518955609131e-08 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm15 |  2.9667597548035676e-05 | -6.7847789390106695e-18 | 0.0 |   3.011292089332972e-07 |  2.1522088287528263e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  1.8521213817739507e-08 |   8.569135622625856e-07 | -1.3331818547479757e-06 | -4.4691436673336227e-07 |   3.909206012969056e-06 |  -5.401927734067856e-06 |  -1.804488155043979e-06 |  2.0651392664708118e-05 | -2.3037328769886976e-05 | -4.0634255484580036e-05 |  0.00018449414782010823 |   0.0004192946102925042 |   0.0002617453864562432 | -5.5741882601430865e-05 |   -8.99938645388811e-05 |   4.522263796285412e-05 |   5.294410051880277e-05 | -2.5902440377846494e-05 | -3.7961358976542066e-05 |   7.959322994937238e-06 | 0.0 | 0.0 | 0.0 |  1.7290020614992345e-06 | 0.0 |   4.845251005917092e-07 |   8.512511514529345e-08 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm16 |   3.236861357704328e-05 |  -4.197388065840281e-18 | 0.0 |   3.673180704430203e-07 |  2.9457908202896792e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  -8.732170958193393e-07 |  -6.217564351994336e-08 |  1.1543506809932731e-06 | -1.9783458059960627e-06 |  2.8196031527223157e-07 |  4.2944577235956515e-06 |  -8.617706526705438e-06 |    7.79422603680346e-08 |   2.647243757000921e-05 | -3.5505345222500746e-05 | -4.8294498416500464e-05 |   0.0002617453864562432 |   0.0005833796035521999 |   0.0003850535952143598 |  -5.941848432119715e-05 | -0.00014781019482048563 |   3.891113310279888e-05 |   9.368052797398467e-05 |  -8.250297824056657e-06 |  -6.991085633590472e-05 | 0.0 | 0.0 | 0.0 |  2.6753804913775284e-06 | 0.0 |      5.636513801398e-07 |   9.593842214677598e-08 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm17 |   3.446036958275703e-05 |  -2.840918403374696e-18 | 0.0 |   5.006157857476738e-07 |  4.4531352462271814e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  3.0612349070559427e-07 |   -5.71375807260386e-07 |  3.3935638782260786e-07 |  1.0623884466868217e-06 | -2.5362287236513777e-06 |  1.7712214431688158e-06 |   4.556269538817663e-06 |  -1.240309684050099e-05 |   4.093605077626021e-06 |   3.311249657456357e-05 |  -5.591290187344289e-05 | -5.5741882601430865e-05 |   0.0003850535952143598 |   0.0008412392475223076 |   0.0005914763570627298 | -4.6477177503838724e-05 |  -0.0002415224126659399 |   5.471950930972616e-06 |   0.0001489660193707508 |  4.2716210122981686e-05 | 0.0 | 0.0 | 0.0 |   4.075047999382412e-06 | 0.0 |   8.109904850685179e-07 |  1.0407149940731791e-07 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm18 |   3.568687673733514e-05 |  -2.538165435310748e-18 | 0.0 |    7.51632350529899e-07 |   7.274593559038313e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  4.3348741073413206e-07 |  1.6745383978605487e-07 |  -8.966659159083806e-07 |   9.177493274843484e-07 |   6.536684253654235e-07 |  -3.252709749687082e-06 |   4.189438192084822e-06 |   3.930303087675983e-06 | -1.7459661840691254e-05 |  1.2014891752721911e-05 |   4.031280768355261e-05 |   -8.99938645388811e-05 |  -5.941848432119715e-05 |   0.0005914763570627298 |   0.0012651495311289387 |   0.0009549651706226344 |  1.5619077845852788e-05 |  -0.0003918582484025584 |  -8.879542736343746e-05 |  0.00024202966926207636 | 0.0 | 0.0 | 0.0 |    5.35456349976791e-06 | 0.0 |  1.3323260332292328e-06 |  1.0860805831673429e-07 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm19 |   3.739935190419302e-05 | -2.5001444590921665e-18 | 0.0 |  1.0641647718976206e-06 |  1.0779024067402441e-07 | 0.0 | 0.0 | 0.0 | 0.0 | -3.2419582224579884e-07 |   2.850194664850354e-07 |  -7.073130640176476e-08 |  -9.217168166823805e-07 |  1.5413378969884665e-06 |  -3.859153725621191e-07 | -3.8045478214017218e-06 |  7.4305368359432035e-06 |  1.1961645647097084e-06 | -2.3267232933374865e-05 |  2.6999224906712944e-05 |   4.522263796285412e-05 | -0.00014781019482048563 | -4.6477177503838724e-05 |   0.0009549651706226344 |     0.00198292547063117 |   0.0015981796469834938 |  0.00018583269065007213 |  -0.0006206630740509805 |  -0.0003357798202213618 | 0.0 | 0.0 | 0.0 |   6.549550942471946e-06 | 0.0 |   1.982371252452793e-06 |  1.1350322739819424e-07 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm20 |  4.2080766471053696e-05 |  -1.712053968842135e-18 | 0.0 |  1.2719644228106645e-06 |  1.2990296712129367e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.771346874961833e-07 |  -1.900346134946113e-07 |     5.4778624972037e-07 |  -5.386802533545799e-07 |  -5.700740804710534e-07 |  2.2372969218518906e-06 | -2.2977619629267927e-06 | -3.1392314457402238e-06 |  1.1566132473196784e-05 | -5.6427764915813475e-06 | -2.7614520075658805e-05 |   5.294410051880277e-05 |   3.891113310279888e-05 |  -0.0002415224126659399 |  1.5619077845852788e-05 |   0.0015981796469834938 |      0.0032106157435497 |   0.0027693178617214866 |   0.0005972259023549535 |  -0.0010922578466004322 | 0.0 | 0.0 | 0.0 |   8.487407197903666e-06 | 0.0 |   2.374576738420555e-06 |  1.2594314991209536e-07 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm21 |   4.773370019047242e-05 |   2.402286230053569e-19 | 0.0 |  1.2458058026929455e-06 |  1.2407126718486795e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  1.7970371610468476e-07 | -2.4815546405833503e-07 |   4.495722252138127e-09 |   5.589935788352256e-07 | -1.0194729689592791e-06 |  3.6321070439455795e-07 |  2.5233809995626904e-06 |  -4.813322641791884e-06 | -2.2207093535269124e-07 |  1.5229089370574217e-05 | -1.8408423387323997e-05 | -2.5902440377846494e-05 |   9.368052797398467e-05 |   5.471950930972616e-06 |  -0.0003918582484025584 |  0.00018583269065007213 |   0.0027693178617214866 |    0.005404774400051383 |    0.005018207177457235 |    0.001785481447917655 | 0.0 | 0.0 | 0.0 |   9.236425446439803e-06 | 0.0 |   2.244725266092526e-06 |  1.3987942082904884e-07 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm22 |  4.7741504914483835e-05 |  2.4228863838399856e-18 | 0.0 |  1.0027408616594118e-06 |   9.399043898708896e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   1.734000501128573e-07 |  1.9917689266813506e-08 | -4.1499531454025343e-07 |   3.988670912926175e-07 |   2.186451864176347e-07 | -1.3501762626096535e-06 |  1.9575804390452337e-06 |  1.4538178946312905e-06 |  -7.340580926520634e-06 |   6.197866654726171e-06 |  1.5220511825340458e-05 | -3.7961358976542066e-05 |  -8.250297824056657e-06 |   0.0001489660193707508 |  -8.879542736343746e-05 |  -0.0006206630740509805 |   0.0005972259023549535 |    0.005018207177457235 |    0.009951927785864609 |     0.01097835549305132 | 0.0 | 0.0 | 0.0 |   5.666642523083178e-06 | 0.0 |  1.6917615073645415e-06 |  1.3641520896167847e-07 | 0.0 |
|         b3kqo8Ei-bkg.spectral.norm23 |   3.862885576154079e-05 |   3.475577971027811e-18 | 0.0 |   6.655049868705088e-07 |   5.623696640365186e-08 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2274799816531092e-07 |  1.1120090421213717e-07 | -1.8104387817711475e-07 | -3.2428313055417476e-07 |   8.018550722374906e-07 |  -6.040907467926068e-07 | -1.1866636626411825e-06 |  4.0406498619550875e-06 |  -1.762759976182849e-06 |  -9.093246070467765e-06 |  1.7988975294460635e-05 |   7.959322994937238e-06 |  -6.991085633590472e-05 |  4.2716210122981686e-05 |  0.00024202966926207636 |  -0.0003357798202213618 |  -0.0010922578466004322 |    0.001785481447917655 |     0.01097835549305132 |    0.022171117038585503 | 0.0 | 0.0 | 0.0 | -1.2854502432200668e-06 | 0.0 |  1.0248377225787962e-06 |  1.0702256662935775e-07 | 0.0 |
|           b3kqo8Ei-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           b3kqo8Ei-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      b3kqo8Ei-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       b3kqo8Ei-irf.e_reco_model.bias |    0.005508517545662167 |   7.059352044451061e-16 | 0.0 |   8.071398436299464e-06 |   6.271072876011285e-07 | 0.0 | 0.0 | 0.0 | 0.0 |  1.2081475295475439e-05 |  1.1602840384682096e-05 |  -2.696835618813054e-06 |  -4.861781040381424e-06 |  -3.873385855287353e-06 | -1.0557386104596768e-05 | -1.0996959064841466e-05 |  -5.637180138938986e-06 |   -4.40907869187912e-06 |  -3.731672909374976e-06 |   -4.85727147432279e-07 |  1.7290020614992345e-06 |  2.6753804913775284e-06 |   4.075047999382412e-06 |    5.35456349976791e-06 |   6.549550942471946e-06 |   8.487407197903666e-06 |   9.236425446439803e-06 |   5.666642523083178e-06 | -1.2854502432200668e-06 | 0.0 | 0.0 | 0.0 |   0.0072769126116767665 | 0.0 |  -2.104427285288407e-05 |  1.6078825010280304e-05 | 0.0 |
