|                           Parameters |                       0 |                       1 |   2 |                       3 |                       4 |   5 |   6 |   7 |   8 |                       9 |                      10 |                      11 |                      12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |  29 |  30 |  31 |                      32 |  33 |                      34 |                      35 |  36 |
|              _orx0z7k.spectral.index |    0.025661972973572974 |   9.494466862308926e-15 | 0.0 |  1.9382623164418767e-05 |   7.249015846074465e-06 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5398413328680697e-05 | -3.5912662805297224e-05 | -4.0586741885358126e-05 |   -3.19218572182857e-05 | -2.1352556977701995e-05 |  -9.920160355856064e-06 |   5.113873898407575e-06 |  2.1810331941991864e-05 |   3.610808036189698e-05 |   4.693458931913656e-05 |   5.548450108930599e-05 |   6.231703259483785e-05 |   6.730455164332078e-05 |   7.031657221816526e-05 |   7.211176477995302e-05 |   7.557850958749267e-05 |   8.293866878085041e-05 |    9.02015368609274e-05 |   8.849578241329199e-05 |   7.328749026035897e-05 | 0.0 | 0.0 | 0.0 |    0.005887987149116153 | 0.0 |  -0.0001335574839458582 | -0.00036239932676073594 | 0.0 |
|          _orx0z7k.spectral.amplitude |   9.494466862308926e-15 |    3.64008112726277e-26 | 0.0 |  -7.396378682380046e-17 | -2.1220219957860736e-17 | 0.0 | 0.0 | 0.0 | 0.0 | -2.5348638414113045e-17 |  -5.442594827666859e-17 |  -6.227591600804701e-17 |  -6.286557020129109e-17 |  -6.223768693469806e-17 |  -5.545349784651178e-17 |  -4.932214683137589e-17 |  -4.500766544840166e-17 | -3.6596550319430905e-17 | -2.6664567924354053e-17 | -1.9518596614306552e-17 | -1.3688528722881004e-17 |  -7.997535222160514e-18 |  -3.624864131095493e-18 |  -8.342530579146535e-19 |   8.776917236770021e-19 |  1.4923056601222602e-18 |   1.334963634434297e-18 |  1.4456478756701352e-18 |   2.223543092799202e-18 | 0.0 | 0.0 | 0.0 |   7.114158157536046e-16 | 0.0 |  -1.060485943495784e-14 |   2.863813280340234e-17 | 0.0 |
|          _orx0z7k.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|               _orx0z7k.spatial.lon_0 |  1.9382623164418767e-05 |  -7.396378682380046e-17 | 0.0 |    7.00201589573385e-05 |  1.0708444333620526e-07 | 0.0 | 0.0 | 0.0 | 0.0 |   7.945072634042016e-08 |  1.6627351538385025e-07 |  2.0565130094647472e-07 |    2.51970715568598e-07 |   2.911650835638093e-07 |  3.0490032421031547e-07 |   3.445648649957346e-07 |   4.015509697700237e-07 |  4.2757249121207523e-07 |   4.360020185736553e-07 |  4.5720613046856967e-07 |   4.991963271726875e-07 |   5.652456053224717e-07 |   6.456395150082438e-07 |   7.885525082287529e-07 |  1.2003478008171758e-06 |   2.031547738972888e-06 |  2.9619277416292173e-06 |  3.3048098066326983e-06 |  2.7284740457227702e-06 | 0.0 | 0.0 | 0.0 |  1.2206319915418814e-05 | 0.0 |   9.264849375395105e-07 | -1.2997622442009878e-09 | 0.0 |
|               _orx0z7k.spatial.lat_0 |   7.249015846074465e-06 | -2.1220219957860736e-17 | 0.0 |  1.0708444333620526e-07 |   5.209461748581094e-05 | 0.0 | 0.0 | 0.0 | 0.0 |   2.568402566046274e-08 |  5.3062920085941436e-08 |   6.493270262821729e-08 |   7.999792257144449e-08 |    9.31176810823093e-08 |    9.73805876304408e-08 |  1.0954847427477652e-07 |  1.2713519961429827e-07 |  1.3466718668084263e-07 |  1.3699784231929066e-07 |   1.446268260292026e-07 |  1.6017905328772097e-07 |  1.8412377795805004e-07 |  2.1383260018453543e-07 |   2.673829858710844e-07 |  4.1315352694967375e-07 |   6.964766819807103e-07 |  1.0055176931156463e-06 |  1.1115464026991813e-06 |   9.095324221671953e-07 | 0.0 | 0.0 | 0.0 |   4.520628515530624e-06 | 0.0 |  4.2066978002709845e-07 |  1.1663938395003696e-09 | 0.0 |
|          lJUxy4u2-bkg.spectral.norm0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|          lJUxy4u2-bkg.spectral.norm1 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|          lJUxy4u2-bkg.spectral.norm2 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|          lJUxy4u2-bkg.spectral.norm3 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|          lJUxy4u2-bkg.spectral.norm4 | -1.5398413328680697e-05 | -2.5348638414113045e-17 | 0.0 |   7.945072634042016e-08 |   2.568402566046274e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  5.8387530466388516e-05 |  5.2805708367967325e-05 | -1.4207820292014008e-05 | -1.2838202329936755e-05 |  1.2617838714146412e-05 | -1.4380562501921206e-06 |  -6.545459540401447e-06 |  4.4664978104517886e-06 |  1.7043738644831133e-06 | -3.3209700300831223e-06 |  3.2830282739459393e-07 |   1.754055225257876e-06 |  -7.828697822045244e-07 |  -9.369623109375162e-07 |   5.358575238047451e-07 |   4.820585003819898e-07 |  -3.543850818360735e-07 |  -4.325707166135369e-07 |  -5.685774565015656e-09 |   2.035081123155633e-07 | 0.0 | 0.0 | 0.0 |  1.0846761764202182e-05 | 0.0 |  3.2662136534107817e-07 | -2.7740845862448858e-08 | 0.0 |
