|                      Parameters |                      0 |                      1 |   2 |                      3 |                      4 |                      5 |                      6 |   7 |
|         aEaZD8Bs.spectral.index |     0.2105479361961571 |   8.57398141628167e-14 | 0.0 |  9.528778708532373e-05 | 2.2421121415490774e-05 |                    0.0 |                    0.0 | 0.0 |
|     aEaZD8Bs.spectral.amplitude |   8.57398141628167e-14 | 2.5119688017531792e-25 | 0.0 |  -6.38161487302908e-16 | -8.210336387973259e-17 |                    0.0 |                    0.0 | 0.0 |
|     aEaZD8Bs.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          aEaZD8Bs.spatial.lon_0 |  9.528778708532373e-05 |  -6.38161487302908e-16 | 0.0 |  0.0006999411031300855 | 4.6595133397597013e-07 |                    0.0 |                    0.0 | 0.0 |
|          aEaZD8Bs.spatial.lat_0 | 2.2421121415490774e-05 | -8.210336387973259e-17 | 0.0 | 4.6595133397597013e-07 |  0.0005215783051733543 |                    0.0 |                    0.0 | 0.0 |
|      l1DvPxgz-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |  0.0002448803489055853 | 2.0159733959916394e-05 | 0.0 |
|      l1DvPxgz-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 2.0159733959916394e-05 |  0.0002856909792470587 | 0.0 |
| l1DvPxgz-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
