|                           Parameters |                       0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                      7 |                    8 |                    9 |  10 |  11 |  12 |                    13 |                    14 |  15 |
|            Crabbreak.spectral.index1 |       20.47401920923377 |     0.7358267588546571 |  -8.766268569537952e-09 |      3.4461015985997303 | 0.0 | 0.0 | -6.0898044274821384e-05 | 1.5564535468017185e-05 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|            Crabbreak.spectral.index2 |      0.7358267588546571 |     1.0729889659295013 |  -8.287151756653959e-10 |      0.9936824285582132 | 0.0 | 0.0 |   2.730759298853213e-05 | 2.1195567355432737e-06 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.amplitude |  -8.766268569537952e-09 | -8.287151756653959e-10 |   4.635804522374597e-18 | -2.5565767393392835e-09 | 0.0 | 0.0 |   7.693767680889865e-15 |  -3.70584628202245e-15 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|            Crabbreak.spectral.ebreak |      3.4461015985997303 |     0.9936824285582132 | -2.5565767393392835e-09 |       2.013502306120891 | 0.0 | 0.0 |  -2.817024464144461e-05 | 1.0852561485697393e-05 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.reference |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spectral.beta |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 | -6.0898044274821384e-05 |  2.730759298853213e-05 |   7.693767680889865e-15 |  -2.817024464144461e-05 | 0.0 | 0.0 |   0.0009695646837826344 | -4.259195991795852e-08 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 |  1.5564535468017185e-05 | 2.1195567355432737e-06 |   -3.70584628202245e-15 |  1.0852561485697393e-05 | 0.0 | 0.0 |  -4.259195991795852e-08 |  0.0007267464466364661 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           EqDkUDU8-bkg.spectral.norm |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.024607151912056494 | 0.001974782925168644 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           EqDkUDU8-bkg.spectral.tilt |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.001974782925168644 | 0.028609319017146216 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|      EqDkUDU8-bkg.spectral.reference |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|       EqDkUDU8-irf.e_reco_model.bias |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
| EqDkUDU8-irf.e_reco_model.resolution |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           EqDkUDU8-irf.spectral.norm |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |   0.00988909936328073 | 2.198063379635705e-08 | 0.0 |
|           EqDkUDU8-irf.spectral.tilt |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 | 2.198063379635705e-08 | 0.0003956356608865407 | 0.0 |
|      EqDkUDU8-irf.spectral.reference |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
