|                      Parameters |                       0 |                       1 |                       2 |                       3 |   4 |   5 |                       6 |                       7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 |    0.010105710196825126 | -0.00010068137638699284 |   -4.01358140642966e-12 |    0.001160667124666289 | 0.0 | 0.0 | -1.0735287663953074e-07 |  3.6051350799046654e-08 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | -0.00010068137638699284 |   0.0006634911814080169 | -3.8630301434215925e-13 |   0.0006507715888318496 | 0.0 | 0.0 |  5.8661993516204166e-08 |  3.3480885454683236e-08 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude |   -4.01358140642966e-12 | -3.8630301434215925e-13 |  2.2219271018668853e-21 | -1.2567441682341284e-12 | 0.0 | 0.0 |  3.2386390358022486e-17 | -5.6072588788627476e-18 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak |    0.001160667124666289 |   0.0006507715888318496 | -1.2567441682341284e-12 |   0.0011957921683943863 | 0.0 | 0.0 |  -8.128095584085461e-09 |   8.372682662814444e-09 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | -1.0735287663953074e-07 |  5.8661993516204166e-08 |  3.2386390358022486e-17 |  -8.128095584085461e-09 | 0.0 | 0.0 |  4.4988584757961235e-07 |   8.209844963166003e-10 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 |  3.6051350799046654e-08 |  3.3480885454683236e-08 | -5.6072588788627476e-18 |   8.372682662814444e-09 | 0.0 | 0.0 |   8.209844963166003e-10 |  3.3654993573312047e-07 |                    0.0 |                    0.0 | 0.0 |
|      wqOrWj8y-bkg.spectral.norm |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 1.1479791165681894e-05 |    9.2457843266574e-07 | 0.0 |
|      wqOrWj8y-bkg.spectral.tilt |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |    9.2457843266574e-07 | 1.3348011380515631e-05 | 0.0 |
| wqOrWj8y-bkg.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
