|                      Parameters |                      0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                      7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 |   0.021915124318697788 | -0.0001396113327381399 |    -8.8387128617348e-12 |    0.002677698837002798 | 0.0 | 0.0 |  -2.200717100354722e-07 |  7.010667473999829e-08 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | -0.0001396113327381399 |  0.0013750906626777662 |  -7.918387102779519e-13 |   0.0013196675216378378 | 0.0 | 0.0 |  1.0781187558440548e-07 | 5.8331189993580095e-08 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude |   -8.8387128617348e-12 | -7.918387102779519e-13 |    4.82443716702267e-21 | -2.6748646914643047e-12 | 0.0 | 0.0 |   6.453097731292829e-17 | -1.129764002148637e-17 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak |   0.002677698837002798 |  0.0013196675216378378 | -2.6748646914643047e-12 |   0.0024626745111476483 | 0.0 | 0.0 | -2.0412937295930838e-08 | 1.6200944894510364e-08 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | -2.200717100354722e-07 | 1.0781187558440548e-07 |   6.453097731292829e-17 | -2.0412937295930838e-08 | 0.0 | 0.0 |   9.705751913359906e-07 | 1.1610520289439246e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 |  7.010667473999829e-08 | 5.8331189993580095e-08 |  -1.129764002148637e-17 |  1.6200944894510364e-08 | 0.0 | 0.0 |  1.1610520289439246e-09 |  7.265771361327235e-07 |                    0.0 |                    0.0 | 0.0 |
|      ehnGpbpt-bkg.spectral.norm |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 2.4718681505585776e-05 | 1.9978744525120425e-06 | 0.0 |
|      ehnGpbpt-bkg.spectral.tilt |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 1.9978744525120425e-06 | 2.8741407397538547e-05 | 0.0 |
| ehnGpbpt-bkg.spectral.reference |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
