|                      Parameters |                       0 |                       1 |                       2 |                       3 |   4 |   5 |                       6 |                      7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 |      0.9452529610032461 |     0.02938843048342752 |  -4.027788592098962e-10 |      0.1548748957416311 | 0.0 | 0.0 | -2.4910654992536818e-06 |  2.394713544864297e-07 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 |     0.02938843048342752 |     0.05292911006663051 | -4.0529838550603674e-11 |       0.050667420196173 | 0.0 | 0.0 |  1.3261596576352165e-06 | 1.6879405663011955e-07 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude |  -4.027788592098962e-10 | -4.0529838550603674e-11 |  2.1774340840526487e-19 | -1.2297070680861557e-10 | 0.0 | 0.0 |    2.35152716944009e-16 |  7.493820231582815e-17 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak |      0.1548748957416311 |       0.050667420196173 | -1.2297070680861557e-10 |     0.10079691352443235 | 0.0 | 0.0 | -1.3662078404412629e-06 | 2.8736731211321495e-07 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | -2.4910654992536818e-06 |  1.3261596576352165e-06 |    2.35152716944009e-16 | -1.3662078404412629e-06 | 0.0 | 0.0 |   4.501406435771809e-05 |  5.407865823240789e-10 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 |   2.394713544864297e-07 |  1.6879405663011955e-07 |   7.493820231582815e-17 |  2.8736731211321495e-07 | 0.0 | 0.0 |   5.407865823240789e-10 | 3.3739259693942827e-05 |                   0.0 |                   0.0 | 0.0 |
|      czwVfHId-bkg.spectral.norm |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |  0.001143587316171785 | 9.235714592731904e-05 | 0.0 |
|      czwVfHId-bkg.spectral.tilt |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 9.235714592731904e-05 | 0.0013296460313443532 | 0.0 |
| czwVfHId-bkg.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
