|                      Parameters |                       0 |                       1 |                       2 |                       3 |   4 |   5 |                       6 |                      7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 |    0.002040295490836903 | -2.5435648480220947e-05 |  -7.813553119100996e-13 |  0.00020790969619678776 | 0.0 | 0.0 |  -5.013857518416975e-10 |  -7.67956417195792e-10 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | -2.5435648480220947e-05 |   0.0001561947879767373 | -1.0265075446771009e-13 |   0.0001646695084859403 | 0.0 | 0.0 |  2.1023834629692285e-09 |  4.625320786174488e-11 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude |  -7.813553119100996e-13 | -1.0265075446771009e-13 |   4.638045222270491e-22 |  -2.870886679880996e-13 | 0.0 | 0.0 | -1.1459524831686528e-18 |  6.167123315457747e-19 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak |  0.00020790969619678776 |   0.0001646695084859403 |  -2.870886679880996e-13 |   0.0002940331806192522 | 0.0 | 0.0 | -2.4247521529127054e-09 |  9.215916138616949e-10 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 |  -5.013857518416975e-10 |  2.1023834629692285e-09 | -1.1459524831686528e-18 | -2.4247521529127054e-09 | 0.0 | 0.0 |   9.751399083666755e-08 | -9.515804558334474e-12 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 |   -7.67956417195792e-10 |   4.625320786174488e-11 |   6.167123315457747e-19 |   9.215916138616949e-10 | 0.0 | 0.0 |  -9.515804558334474e-12 |  7.309360002803679e-08 |                    0.0 |                    0.0 | 0.0 |
|      ZJkVon_s-bkg.spectral.norm |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 2.4753060109395826e-06 | 2.0257413746658153e-07 | 0.0 |
|      ZJkVon_s-bkg.spectral.tilt |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 2.0257413746658153e-07 |  2.878155301990313e-06 | 0.0 |
| ZJkVon_s-bkg.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
