|                      Parameters |   0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                       7 |                    8 |                    9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                  0.0 |                  0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |      4.258198969975822 |  -4.776275676011137e-09 |       6.395975302046843 | 0.0 | 0.0 |  2.5948331940267065e-05 |  4.2390841938211065e-06 |                  0.0 |                  0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -4.776275676011137e-09 |   6.593011269148446e-18 |  -8.471747788420203e-09 | 0.0 | 0.0 | -1.5688942857750893e-14 | -2.9056391283904785e-16 |                  0.0 |                  0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |      6.395975302046843 |  -8.471747788420203e-09 |      11.000362618707225 | 0.0 | 0.0 | -2.2171076768840815e-05 |  1.3154070615362414e-05 |                  0.0 |                  0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                  0.0 |                  0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                  0.0 |                  0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | 2.5948331940267065e-05 | -1.5688942857750893e-14 | -2.2171076768840815e-05 | 0.0 | 0.0 |    0.000979927762504168 |  -6.541832280822257e-08 |                  0.0 |                  0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | 4.2390841938211065e-06 | -2.9056391283904785e-16 |  1.3154070615362414e-05 | 0.0 | 0.0 |  -6.541832280822257e-08 |   0.0007345228942888565 |                  0.0 |                  0.0 | 0.0 |
|      z72vnMX9-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |  0.02488279819982678 | 0.002024388285713914 | 0.0 |
|      z72vnMX9-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.002024388285713914 | 0.028934216296075507 | 0.0 |
| z72vnMX9-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                  0.0 |                  0.0 | 0.0 |
