|                      Parameters |   0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                       7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |     0.4468634602230663 |  -5.025527591797339e-10 |      0.6727072420492739 | 0.0 | 0.0 |  2.4660649639397136e-06 |   6.895558317479548e-07 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -5.025527591797339e-10 |   6.886886240680104e-19 |  -8.862425019366198e-10 | 0.0 | 0.0 | -1.2924722130266888e-15 | -1.9230165592073006e-16 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |     0.6727072420492739 |  -8.862425019366198e-10 |      1.1519657783999917 | 0.0 | 0.0 | -2.6629425406526356e-06 |   1.420869801025458e-06 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | 2.4660649639397136e-06 | -1.2924722130266888e-15 | -2.6629425406526356e-06 | 0.0 | 0.0 |   9.800100924176702e-05 | -3.1146419782859036e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |  6.895558317479548e-07 | -1.9230165592073006e-16 |   1.420869801025458e-06 | 0.0 | 0.0 | -3.1146419782859036e-09 |   7.345587495367644e-05 |                    0.0 |                    0.0 | 0.0 |
|      4UcMp2gR-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |   0.002488329880984645 | 0.00020283966444624018 | 0.0 |
|      4UcMp2gR-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.00020283966444624018 |  0.0028934657944267145 | 0.0 |
| 4UcMp2gR-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
