|                      Parameters |   0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                       7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |     2.3820262768147904 |  -2.712938204505429e-09 |      3.6221068129446987 | 0.0 | 0.0 |  1.0089412737685615e-05 |  3.0780454923361004e-06 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -2.712938204505429e-09 |   3.663667373397914e-18 |  -4.727927138878305e-09 | 0.0 | 0.0 |  -4.981893524491556e-15 | -1.5397270297382881e-15 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |     3.6221068129446987 |  -4.727927138878305e-09 |       6.154882865605216 | 0.0 | 0.0 | -1.3275361275950988e-05 |   8.016615825606237e-06 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | 1.0089412737685615e-05 |  -4.981893524491556e-15 | -1.3275361275950988e-05 | 0.0 | 0.0 |  0.00045483823286341475 | -3.0040432700882946e-08 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | 3.0780454923361004e-06 | -1.5397270297382881e-15 |   8.016615825606237e-06 | 0.0 | 0.0 | -3.0040432700882946e-08 |  0.00034093203279527166 |                   0.0 |                   0.0 | 0.0 |
|      Rr2wdk0P-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |  0.011549705009551008 | 0.0009402194031730614 | 0.0 |
|      Rr2wdk0P-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0009402194031730614 |  0.013430013830953597 | 0.0 |
| Rr2wdk0P-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
