|                      Parameters |   0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                      7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |     0.6647818756865961 |  -6.984112720015932e-10 |      0.9482072251913496 | 0.0 | 0.0 |   1.425838728451742e-05 |  7.460522513381217e-06 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -6.984112720015932e-10 |   9.885817049242629e-19 | -1.2636236950297078e-09 | 0.0 | 0.0 |  -7.241755322963823e-15 |  -2.04554950353755e-15 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |     0.9482072251913496 | -1.2636236950297078e-09 |       1.639761326668547 | 0.0 | 0.0 | -3.6655810358935702e-06 | 1.2955374300404028e-06 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  1.425838728451742e-05 |  -7.241755322963823e-15 | -3.6655810358935702e-06 | 0.0 | 0.0 |  0.00021014216666987042 |   3.28568911731641e-07 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |  7.460522513381217e-06 |   -2.04554950353755e-15 |  1.2955374300404028e-06 | 0.0 | 0.0 |    3.28568911731641e-07 | 0.00015727636223903204 |                   0.0 |                   0.0 | 0.0 |
|      7dAcZobN-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |  0.005352601813128296 | 0.0003838641820748796 | 0.0 |
|      7dAcZobN-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.0003838641820748796 |  0.006224710384501844 | 0.0 |
| 7dAcZobN-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
