|                      Parameters |   0 |                       1 |                       2 |                      3 |   4 |   5 |                       6 |                      7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |     0.03624996680833646 | -3.8356901600777717e-11 |    0.05201551914223203 | 0.0 | 0.0 |   3.212768590580708e-07 |  1.324122597337737e-07 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -3.8356901600777717e-11 |  5.2205668323321426e-20 | -6.723076931375033e-11 | 0.0 | 0.0 | -1.4927195262050496e-16 | -2.524700647275027e-17 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |     0.05201551914223203 |  -6.723076931375033e-11 |    0.08773727961071569 | 0.0 | 0.0 |  -2.888971998220577e-07 | 1.0218610770670871e-07 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                     0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |   3.212768590580708e-07 | -1.4927195262050496e-16 | -2.888971998220577e-07 | 0.0 | 0.0 |    9.79604982872214e-06 | 1.9988631946344723e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |   1.324122597337737e-07 |  -2.524700647275027e-17 | 1.0218610770670871e-07 | 0.0 | 0.0 |  1.9988631946344723e-09 |   7.34111243421274e-06 |                    0.0 |                    0.0 | 0.0 |
|      rNhfG51O-bkg.spectral.norm | 0.0 |                     0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.00024851548638256464 | 1.8243747828091083e-05 | 0.0 |
|      rNhfG51O-bkg.spectral.tilt | 0.0 |                     0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 1.8243747828091083e-05 | 0.00028898900673885315 | 0.0 |
| rNhfG51O-bkg.spectral.reference | 0.0 |                     0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
