|                      Parameters |   0 |                      1 |                      2 |                      3 |   4 |   5 |                      6 |                      7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 | 0.00047865201474876095 | -5.105858866648714e-13 |  0.0006925218405561031 | 0.0 | 0.0 | 1.4748321867606296e-08 | 1.0036463690829176e-08 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -5.105858866648714e-13 |  6.578996604710184e-22 | -8.576841402507132e-13 | 0.0 | 0.0 |  -5.27732426856805e-18 | -1.033898602830633e-18 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |  0.0006925218405561031 | -8.576841402507132e-13 |  0.0011299850808690088 | 0.0 | 0.0 | 4.9380900518411385e-09 | 4.7570167426918895e-09 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | 1.4748321867606296e-08 |  -5.27732426856805e-18 | 4.9380900518411385e-09 | 0.0 | 0.0 |  9.749867364918966e-08 |  1.790875891907148e-10 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | 1.0036463690829176e-08 | -1.033898602830633e-18 | 4.7570167426918895e-09 | 0.0 | 0.0 |  1.790875891907148e-10 |    7.2936031881605e-08 |                    0.0 |                    0.0 | 0.0 |
|      XB0jiY1t-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |   2.48805064408526e-06 | 2.0072560774722822e-07 | 0.0 |
|      XB0jiY1t-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 2.0072560774722822e-07 |  2.892874278673698e-06 | 0.0 |
| XB0jiY1t-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
