|                      Parameters |                     0 |                      1 |   2 |                      3 |                      4 |                      5 |   6 |   7 |
|         aEaZD8Bs.spectral.index | 0.0021470900475108463 |  9.250276172882968e-16 | 0.0 |  6.278622693855497e-07 |  7.401213887741565e-09 |                    0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.amplitude | 9.250276172882968e-16 | 2.5589074840206247e-27 | 0.0 | -4.912344947370662e-18 |   4.67517707066061e-19 |                    0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.reference |                   0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lon_0 | 6.278622693855497e-07 | -4.912344947370662e-18 | 0.0 |  6.990151106544462e-06 | 1.3614776426351335e-09 |                    0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lat_0 | 7.401213887741565e-09 |   4.67517707066061e-19 | 0.0 | 1.3614776426351335e-09 |  5.215368408095814e-06 |                    0.0 | 0.0 | 0.0 |
|      DKndk_Tp-bkg.spectral.norm |                   0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 2.4348318637744334e-06 | 0.0 | 0.0 |
|      DKndk_Tp-bkg.spectral.tilt |                   0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
| DKndk_Tp-bkg.spectral.reference |                   0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
