|                            Parameters |                  0 |   1 |   2 |                  3 |                  4 |                     5 |                     6 |   7 |   8 |   9 |                      10 |                      11 |  12 |
|               AMdIGyyn.spectral.index |  8.458497531497294 | 0.0 | 0.0 | 1.9156627982571073 | 1.4948169329749241 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           AMdIGyyn.spectral.amplitude |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           AMdIGyyn.spectral.reference |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                AMdIGyyn.spatial.lon_0 | 1.9156627982571073 | 0.0 | 0.0 | 0.9052023103553757 | 0.5063278534650141 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                AMdIGyyn.spatial.lat_0 | 1.4948169329749241 | 0.0 | 0.0 | 0.5063278534650141 | 0.5564542645985255 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           dataset N-bkg.spectral.norm |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 | 3.460390908832331e-05 | 2.853696043279809e-06 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           dataset N-bkg.spectral.tilt |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 | 2.853696043279809e-06 | 4.042625066363234e-05 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      dataset N-bkg.spectral.reference |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       dataset N-irf.e_reco_model.bias |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
| dataset N-irf.e_reco_model.resolution |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|  dataset N-irf.spectral.norm_nuisance |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |    0.010001695950491829 | -2.2792113277110748e-07 | 0.0 |
|  dataset N-irf.spectral.tilt_nuisance |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | -2.2792113277110748e-07 |   0.0002250208216856769 | 0.0 |
|      dataset N-irf.spectral.reference |                0.0 | 0.0 | 0.0 |                0.0 |                0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
