|                      Parameters |                      0 |                      1 |   2 |                      3 |                      4 |                     5 |   6 |   7 |
|         aEaZD8Bs.spectral.index |  0.0021468205892113358 | 1.0270809155846431e-15 | 0.0 |  6.262597103439088e-07 |  7.691133507614787e-09 |                   0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.amplitude | 1.0270809155846431e-15 |  3.158469144476841e-27 | 0.0 | -5.460695634413292e-18 |  5.200095495541352e-19 |                   0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lon_0 |  6.262597103439088e-07 | -5.460695634413292e-18 | 0.0 |  6.993776628494735e-06 | 1.3578797482563047e-09 |                   0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lat_0 |  7.691133507614787e-09 |  5.200095495541352e-19 | 0.0 | 1.3578797482563047e-09 |  5.218028664875293e-06 |                   0.0 | 0.0 | 0.0 |
|      gCw9-oRn-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 2.434837933490499e-06 | 0.0 | 0.0 |
|      gCw9-oRn-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |
| gCw9-oRn-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |
