|                            Parameters |                      0 |   1 |   2 |                      3 |                      4 |                      5 |                      6 |   7 |   8 |   9 |                    10 |                     11 |  12 |
|               AMdIGyyn.spectral.index |   0.006731149440729119 | 0.0 | 0.0 |  1.178507343178757e-05 | 5.6781452718043885e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           AMdIGyyn.spectral.amplitude |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           AMdIGyyn.spectral.reference |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|                AMdIGyyn.spatial.lon_0 |  1.178507343178757e-05 | 0.0 | 0.0 | 0.00017453878587115465 |  4.896096843508522e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|                AMdIGyyn.spatial.lat_0 | 5.6781452718043885e-06 | 0.0 | 0.0 |  4.896096843508522e-07 | 0.00013303094411703704 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           dataset N-bkg.spectral.norm |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 3.6176145872322184e-05 | 3.1234851375943118e-06 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           dataset N-bkg.spectral.tilt |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 3.1234851375943118e-06 |  3.834989720181307e-05 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|      dataset N-bkg.spectral.reference |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|       dataset N-irf.e_reco_model.bias |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
| dataset N-irf.e_reco_model.resolution |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|  dataset N-irf.spectral.norm_nuisance |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |  0.009853701835176115 |  7.207332869291684e-06 | 0.0 |
|  dataset N-irf.spectral.tilt_nuisance |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 7.207332869291684e-06 | 0.00022413217798546977 | 0.0 |
|      dataset N-irf.spectral.reference |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
