|                      Parameters |                      0 |                       1 |   2 |                       3 |                       4 |                     5 |                      6 |   7 |
|         AMdIGyyn.spectral.index |     0.1494874040309062 |   7.894793270361642e-14 | 0.0 |  0.00021322131255245715 |   8.940919071067129e-05 |                   0.0 |                    0.0 | 0.0 |
|     AMdIGyyn.spectral.amplitude |  7.894793270361642e-14 |  2.3999940818569142e-25 | 0.0 | -1.0515812779817995e-15 | -3.2209570186794254e-16 |                   0.0 |                    0.0 | 0.0 |
|     AMdIGyyn.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|          AMdIGyyn.spatial.lon_0 | 0.00021322131255245715 | -1.0515812779817995e-15 | 0.0 |   0.0005832545662641962 |   1.230711594386288e-06 |                   0.0 |                    0.0 | 0.0 |
|          AMdIGyyn.spatial.lat_0 |  8.940919071067129e-05 | -3.2209570186794254e-16 | 0.0 |   1.230711594386288e-06 |  0.00043035830037152414 |                   0.0 |                    0.0 | 0.0 |
|      7kvkEAms-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 3.475499112921098e-05 |  2.865259839932935e-06 | 0.0 |
|      7kvkEAms-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 2.865259839932935e-06 | 4.0541040258087815e-05 | 0.0 |
| 7kvkEAms-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
