|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.007648799602741124 | -1.3476398101999416e-13 | 0.0 | -0.0026495079322871036 | 0.0 | 1.0189672877909961e-06 | 3.7744378872188155e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.3476398101999416e-13 |  5.9368484808390685e-24 | 0.0 |   7.24032689783098e-14 | 0.0 | -1.195659969739939e-17 | 1.0464135511793865e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0026495079322871036 |    7.24032689783098e-14 | 0.0 |  0.0013384114211887931 | 0.0 | -2.947664794107599e-07 |  -8.58627876186357e-08 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.0189672877909961e-06 |  -1.195659969739939e-17 | 0.0 | -2.947664794107599e-07 | 0.0 | 5.2222959325139915e-06 |  5.856870823413563e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  3.7744378872188155e-07 |  1.0464135511793865e-17 | 0.0 |  -8.58627876186357e-08 | 0.0 |  5.856870823413563e-08 | 3.7458501167316568e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.00011366500829274203 | 1.1308169970288157e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 1.1308169970288157e-05 | 0.00013338455297423192 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
