|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.008109577212748695 | -1.6167895361483183e-13 | 0.0 |  -0.0029779672646586142 | 0.0 |     2.1482245043105e-08 |   9.065387376959191e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.6167895361483183e-13 |   7.018337076120615e-24 | 0.0 |   8.831927944758691e-14 | 0.0 |  -3.866969009692764e-17 |   -2.95222741546349e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0029779672646586142 |   8.831927944758691e-14 | 0.0 |   0.0015832764763241479 | 0.0 | -2.2271250938161405e-07 | -4.5897549858068013e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |     2.1482245043105e-08 |  -3.866969009692764e-17 | 0.0 | -2.2271250938161405e-07 | 0.0 |   4.873810325708995e-06 |   4.273387311709334e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   9.065387376959191e-07 |   -2.95222741546349e-17 | 0.0 | -4.5897549858068013e-07 | 0.0 |   4.273387311709334e-08 |   3.861094349538108e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011756781361107353 |  8.351487729800408e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |  8.351487729800408e-06 | 0.00013286419197693368 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
