|                     Parameters |                      0 |                       1 |   2 |                      3 |   4 |                      5 |                       6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |   0.009523183603416316 |  -2.295119556605255e-13 | 0.0 | -0.0040113186067394545 | 0.0 | -9.445956829703879e-07 |   7.766821944413259e-07 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -2.295119556605255e-13 |   9.823202948611567e-24 | 0.0 | 1.3365123471370266e-13 | 0.0 |  3.961170734349982e-17 | -3.0276691596695746e-17 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.0040113186067394545 |  1.3365123471370266e-13 | 0.0 |    0.00234329600504465 | 0.0 |  5.684729618152462e-07 |  -7.158055391750886e-07 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 | -9.445956829703879e-07 |   3.961170734349982e-17 | 0.0 |  5.684729618152462e-07 | 0.0 |  5.216582930004884e-06 |  -7.539213719116206e-08 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  7.766821944413259e-07 | -3.0276691596695746e-17 | 0.0 | -7.158055391750886e-07 | 0.0 | -7.539213719116206e-08 |   3.970080485268092e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 | 0.00011655130003006784 | 9.533140546445545e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |  9.533140546445545e-06 | 0.0001324571395093953 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
