|                     Parameters |                      0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                     7 |                     8 |   9 |
|         Crablog.spectral.index |   0.039518902714778835 |  -7.652759054046469e-13 | 0.0 |   -0.014383293257887564 | 0.0 |   8.577853804841845e-07 |  -7.323534737707159e-08 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -7.652759054046469e-13 |  3.1110401369919024e-23 | 0.0 |   4.030201250912689e-13 | 0.0 | -1.2661481433319986e-16 |  4.0115225907132943e-17 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.014383293257887564 |   4.030201250912689e-13 | 0.0 |    0.007399941205438861 | 0.0 |  -7.458818967415763e-08 | -2.9097392126301498e-08 |                   0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  8.577853804841845e-07 | -1.2661481433319986e-16 | 0.0 |  -7.458818967415763e-08 | 0.0 |  2.4191294463914406e-05 |    4.52453414042009e-09 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -7.323534737707159e-08 |  4.0115225907132943e-17 | 0.0 | -2.9097392126301498e-08 | 0.0 |    4.52453414042009e-09 |   1.812991981511158e-05 |                   0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0005355699306175261 | 4.381292835660424e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 4.381292835660424e-05 | 0.0006230496270172755 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
