|                     Parameters |                      0 |                      1 |   2 |                       3 |   4 |   5 |   6 |                       7 |   8 |   9 |                     10 |                     11 |  12 |
|         Crablog.spectral.index |   0.010418864728053147 |  2.021254704281546e-15 | 0.0 |   -0.001244870909552473 | 0.0 | 0.0 | 0.0 |  0.00010007056457324422 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude |  2.021254704281546e-15 |  7.940087861481698e-26 | 0.0 |  1.3766322048852602e-15 | 0.0 | 0.0 | 0.0 |   3.075803526475354e-15 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.001244870909552473 | 1.3766322048852602e-15 | 0.0 |   0.0004306794776181369 | 0.0 | 0.0 | 0.0 | -2.4545436437580184e-05 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.sigma | 0.00010007056457324422 |  3.075803526475354e-15 | 0.0 | -2.4545436437580184e-05 | 0.0 | 0.0 | 0.0 |   0.0002946545923845482 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|              Crablog.spatial.e |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|            Crablog.spatial.phi |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |  3.054815937599572e-06 | 1.7675268538758482e-07 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 1.7675268538758482e-07 |  3.034458151058332e-06 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
