| modelparameters |    0 |    1 |    2 |    3 |    4 |                   5 |                   6 |                   7 |                   8 |                   9 |                  10 |                  11 |                  12 |                  13 |                  14 |                  15 |                  16 |                  17 |                  18 |                  19 |                  20 |                  21 |                  22 |                  23 |
|           norm0 |  1.0 |  0.0 |  0.0 |  0.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm1 | -0.0 |  1.0 |  0.0 |  0.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm2 |  0.0 |  0.0 |  1.0 |  0.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm3 | -0.0 | -0.0 | -0.0 |  1.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm4 | -0.0 | -0.0 | -0.0 | -0.0 |  1.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm5 | -0.0 | -0.0 | -0.0 | -0.0 | -0.0 |  1367.3239210146846 |  -5394.478197705459 |  11926.479044532463 |  -19582.35833906064 |   26695.78051562847 | -32021.974447317138 |  34965.395951964245 |  -35487.35979819477 |   33903.80651901091 | -30699.750643263655 |   26404.31106442345 |  -21524.17174715708 |  16516.483548020056 | -11780.226062091435 |    7648.46917147352 |  -4369.414750848293 |  2072.5112942914334 |  -730.0632345096378 |  144.11488093783433 |
|           norm6 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 |  -5394.478197704554 |   22634.87104694415 |  -52370.85096330176 |   88965.96016680064 | -124444.20275761039 |    152225.351190698 |  -168728.6884795105 |  173232.20658728914 |  -166978.8000287294 |  152239.98047635946 |  -131636.4689519991 |  107749.79947664993 |  -82946.01369604301 |   59307.46956203664 |  -38580.50110508081 |  22073.327155944262 | -10482.090483701877 |  3695.7748530228573 |    -730.06323450524 |
|           norm7 | -0.0 | -0.0 | -0.0 | -0.0 | -0.0 |   11926.47904453373 | -52370.850963320365 |  126273.74395403508 | -222071.32830220382 |  319486.84332006203 | -399671.99280834326 |  450921.03396235406 |  -469448.3418485493 |  457465.53678270226 | -420659.08064131247 |   366159.8123755486 |  -301278.5391837155 |   232866.8076798523 |  -167029.7245379477 |  108923.54078807913 |  -62438.87518130236 |  29695.078294816507 | -10482.090483628603 |  2072.5112942644946 |
|           norm8 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 | -19582.358339068687 |   88965.96016686628 | -222071.32830228214 |   403584.3718335979 |  -597776.5075037286 |   766501.7972793233 |  -882578.9699141091 |   934124.4557768618 |  -922382.2733991204 |   857115.0102539139 |  -752279.9160798674 |   623032.3915512356 |  -484032.4144730767 |   348580.7417405526 |  -228031.4806451329 |  131036.91004010552 | -62438.875180809206 |  22073.327155616404 |  -4369.414750757385 |
|           norm9 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 |  26695.780515640487 | -124444.20275771426 |   319486.8433201768 |  -597776.5075036855 |   910832.8017060184 | -1198535.5923547922 |   1411525.137300842 | -1522658.0235460792 |  1527283.4954471267 | -1437390.0253638432 |   1274531.644841386 |  -1064177.313504915 |   832098.7451077627 |  -602295.5487884597 |   395580.9922198345 | -228031.48064314981 |  108923.54078627778 |   -38580.5011041777 |   7648.469171249621 |
|          norm10 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 | -32021.974447340603 |     152225.35119088 |  -399671.9928085985 |   766501.7972794349 | -1198535.5923551111 |  1617986.2069420784 |  -1951510.292773608 |  2150230.5002698693 | -2196265.6798998574 |   2098555.642013886 | -1884037.7204711176 |  1588966.4704760634 | -1252476.8325547446 |   912397.4535795816 |  -602295.5487828316 |  348580.74173429614 | -167029.72453366418 |   59307.46956011803 | -11780.226061643218 |
|          norm11 | -0.0 | -0.0 | -0.0 | -0.0 | -0.0 |   34965.39595200152 | -168728.68847978784 |   450921.0339628061 |  -882578.9699144919 |  1411525.1373017149 |  -1951510.292774302 |  2410633.1951842518 | -2716699.6239445405 |   2831781.079349995 |  -2753836.692680968 |   2509275.574490991 | -2142357.4039341514 |  1705585.7029327422 | -1252476.8325424544 |   832098.7450919438 | -484032.41445982235 |   232866.8076717463 |  -82946.01369262229 |  16516.483547248998 |
|          norm12 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 |  -35487.35979823455 |  173232.20658760285 |  -469448.3418490529 |   934124.4557772392 |  -1522658.023547074 |   2150230.500270666 |  -2716699.623944483 |  3132158.2569529354 |  -3336635.353000679 |    3309609.86400833 |  -3068295.727484614 |    2658372.91812527 |  -2142357.403912412 |  1588966.4704446944 | -1064177.3134744938 |   623032.3915284714 | -301278.53917060164 |   107749.7994713122 | -21524.171745981967 |
|          norm13 | -0.0 | -0.0 | -0.0 | -0.0 | -0.0 |   33903.80651903659 |  -166978.8000289939 |   457465.5367830495 |  -922382.2733991074 |  1527283.4954476273 | -2196265.6798999216 |  2831781.0793488477 | -3336635.3529993906 |   3633998.469381755 | -3682206.3420140236 |   3481054.204653335 | -3068295.7274527145 |   2509275.574440209 | -1884037.7204158753 |   1274531.644793535 |  -752279.9160461387 |  366159.81235680915 |  -131636.4689445497 |  26404.311062809596 |
|          norm14 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 |  -30699.75064326081 |  152239.98047649968 |  -420659.0806413307 |   857115.0102532078 | -1437390.0253633652 |   2098555.642012613 | -2753836.6926780688 |    3309609.86400503 | -3682206.3420119463 |  3813390.5233966326 |  -3682206.341975117 |   3309609.863940233 | -2753836.6925990786 |   2098555.641934221 | -1437390.0252988003 |   857115.0102096791 |  -420659.0806173041 |  152239.98046696727 | -30699.750641251856 |
|          norm15 | -0.0 | -0.0 | -0.0 | -0.0 | -0.0 |  26404.311064376496 | -131636.46895192916 |  366159.81237503357 |  -752279.9160781112 |  1274531.6448393224 |  -1884037.720467697 |   2509275.574485392 | -3068295.7274781987 |  3481054.2046479047 |  -3682206.341971621 |   3633998.469305214 |  -3336635.352899766 |   2831781.079241514 |  -2196265.679800375 |  1527283.4953687522 |  -922382.2733470456 |   457465.5367548856 | -166978.80001796974 |   33903.80651672514 |
|          norm16 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 | -21524.171747064116 |  107749.79947635032 |  -301278.5391826382 |   623032.3915484251 | -1064177.3135012141 |  1588966.4704704816 |  -2142357.403925947 |   2658372.918115894 |  -3068295.727444079 |  3309609.8639333546 | -3336635.3528962815 |  3132158.2568312227 | -2716699.6238210616 |  2150230.5001605065 |  -1522658.023461853 |    934124.455721764 |  -469448.3418194418 |  173232.20657611988 |  -35487.35979583571 |
|          norm17 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 |   16516.48354789301 |  -82946.01369556313 |   232866.8076783578 | -484032.41446954303 |   832098.7451028947 | -1252476.8325476896 |  1705585.7029228925 |  -2142357.403901205 |  2509275.5744295367 |  -2753836.692589956 |   2831781.079235526 |  -2716699.623818364 |  2410633.1950607267 | -1951510.2926666737 |   1411525.137219762 |  -882578.9698616536 |    450921.033934864 |   -168728.688469024 |  34965.395949758975 |
|          norm18 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 | -11780.226061954949 |   59307.46956148771 |  -167029.7245363361 |    348580.741736923 |   -602295.548783366 |    912397.453572373 | -1252476.8325326853 |   1588966.470433659 | -1884037.7204052662 |   2098555.641924942 |    -2196265.6797938 |  2150230.5001567807 | -1951510.2926653516 |  1617986.2068492654 | -1198535.5922852168 |   766501.7972346807 |  -399671.9927850894 |  152225.35118186797 |  -32021.97444546692 |
|          norm19 | -0.0 | -0.0 | -0.0 | -0.0 | -0.0 |   7648.469171354209 |  -38580.50110458783 |  108923.54078667675 | -228031.48064206186 |   395580.9922155039 |  -602295.5487768173 |     832098.74508396 |  -1064177.313465571 |  1274531.6447850065 | -1437390.0252913563 |  1527283.4953634255 |  -1522658.023458719 |  1411525.1372184781 | -1198535.5922849756 |   910832.8016538613 |  -597776.5074704605 |   319486.8433028105 | -124444.20275108152 |  26695.780514263803 |
|          norm20 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 |  -4369.414750763787 |   22073.32715559114 |  -62438.87518031729 |  131036.91003798801 | -228031.48064017412 |  348580.74173023645 |  -484032.4144545244 |   623032.3915226354 |  -752279.9160406564 |   857115.0102049884 |  -922382.2733437981 |   934124.4557199612 |  -882578.9698610395 |    766501.797234709 |  -597776.5074705989 |   403584.3718125783 |  -222071.3282913375 |   88965.96016269822 |  -19582.35833820483 |
|          norm21 | -0.0 | -0.0 | -0.0 | -0.0 | -0.0 |   2072.511294244643 | -10482.090483506145 |   29695.07829427789 |  -62438.87517966717 |  108923.54078468727 | -167029.72453153448 |  232866.80766901083 |  -301278.5391676447 |   366159.8123541102 | -420659.08061508206 |   457465.5367534682 | -469448.34181879414 |   450921.0339348221 | -399671.99278534146 |   319486.8433030611 | -222071.32829145232 |  126273.74394845415 |  -52370.85096119993 |  11926.479044094855 |
|          norm22 |  0.0 |  0.0 |  0.0 |  0.0 |  0.0 |   -730.063234491271 |   3695.774852946348 |  -10482.09048342012 |  22073.327155179308 |  -38580.50110357683 |   59307.46955932966 |  -82946.01369162614 |  107749.79947026102 | -131636.46894362953 |  152239.98046625615 | -166978.80001758563 |  173232.20657603323 | -168728.68846915808 |   152225.3511820912 | -124444.20275127256 |   88965.96016280368 | -52370.850961232296 |  22634.871046159427 |  -5394.478197542345 |
