| modelparameters |    0 |    1 |    2 |    3 |                   4 |                   5 |                   6 |                   7 |                   8 |                   9 |                  10 |                  11 |                  12 |                  13 |                  14 |                  15 |                  16 |                  17 |                  18 |                  19 |                  20 |                  21 |                  22 |                  23 |
|           norm0 |  1.0 |  0.0 |  0.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm1 |  0.0 |  1.0 |  0.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm2 |  0.0 |  0.0 |  1.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm3 | -0.0 | -0.0 | -0.0 |  1.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm4 |  0.0 |  0.0 |  0.0 |  0.0 |  1379.2568306929504 |  -5455.078647377981 |  12099.062907562673 | -19947.713454646975 |    27338.7257179581 |  -33019.06377478835 |   36375.84034356187 |   -37346.7447291879 |  36219.224044541836 |  -33445.09088004915 |   29515.18910731353 | -24893.084369460146 |  19990.271931020645 | -15163.706269753435 |  10719.720521391368 |  -6912.312358105906 |   3927.937671413849 | -1855.4513903035793 |   651.5162347070607 | -128.29086954033497 |
|           norm5 |  0.0 |  0.0 |  0.0 |  0.0 |  -5455.078647378306 |   22942.62620470488 |  -53247.30607676434 |   90821.39064368169 | -127709.35513257529 |  157288.99980932547 | -175891.53196640706 |   182674.9632970671 | -178737.48646884703 |  166181.99942528765 | -147434.84615873784 |  124858.58730107118 | -100587.40575769138 |   76490.23785273278 | -54177.636914681854 |   34987.25532769519 | -19904.743953393787 |   9410.980124264132 | -3306.8656264307056 |   651.5162347081072 |
|           norm6 |  0.0 |  0.0 |  0.0 |  0.0 |  12099.062907558517 | -53247.306076738736 |  128769.79819228683 |  -227355.4039319093 |   328785.6622770212 |  -414092.7445401874 |  471320.07729999284 |  -496340.3441239962 |  490953.06931379094 |  -460364.5201456263 |  411151.96973400796 |  -350002.6115318847 |  283107.68224978534 | -215964.48566321304 |  153342.58329429766 |   -99216.4176342477 |  56529.828604055765 | -26758.408711069173 |   9410.980124283904 | -1855.4513903104476 |
|           norm7 |  0.0 |  0.0 |  0.0 |  0.0 |  -19947.71345462788 |    90821.3906435755 |  -227355.4039317617 |  414770.60922828177 |  -617461.8420128194 |   797030.1173838365 |  -925763.1628336308 |   991054.0575735853 |    -993274.42462711 |   941170.2931947606 |  -847527.0299279906 |    726179.862989125 |  -590390.9129511608 |  452174.23530921026 |  -322065.3266957699 |  208893.91843121493 | -119247.27619532926 |   56529.82860420944 | -19904.743953489597 |   3927.937671439013 |
|           norm8 |  0.0 |  0.0 |  0.0 |  0.0 |    27338.7257179152 | -127709.35513234077 |  328785.66227662185 |  -617461.8420125121 |   945474.6907571875 |  -1252258.767720796 |  1487519.8845155837 | -1622841.6881012723 |  1652038.1972894412 | -1585308.9639179034 |    1442145.76126219 | -1245694.3336798213 |  1019266.4715170506 |  -784597.4704909045 |   561060.0223161816 | -365042.80981696583 |   208893.9184319322 |  -99216.41763485582 |   34987.25532798173 |  -6912.312358173247 |
|           norm9 |  0.0 |  0.0 |  0.0 |  0.0 |  -33019.06377473556 |   157288.9998090294 |  -414092.7445397475 |   797030.1173837024 | -1252258.7677213654 |   1701300.935163973 | -2069364.1178180636 |  2305596.8710704865 |  -2389737.193957451 |   2327950.611316963 | -2143976.2751050484 |   1870465.862489423 | -1542739.4268700704 |  1195114.0829732667 |  -858922.9786369383 |   561060.0223185347 | -322065.32669821323 |  153342.58329586513 | -54177.636915343784 |  10719.720521538324 |
|          norm10 | -0.0 | -0.0 | -0.0 | -0.0 |   36375.84034348228 | -175891.53196595865 |   471320.0772992617 |  -925763.1628331422 |  1487519.8845157968 | -2069364.1178171285 |  2577344.7043455876 | -2936474.9442532244 |  3105458.4765431397 | -3078330.0344170537 |  2876974.7027435605 |   -2540555.66733417 |    2116180.05682727 | -1652396.9533359078 |   1195114.082979107 |  -784597.4704979724 |   452174.2353147685 | -215964.48566641108 |   76490.23785400928 | -15163.706270027533 |
|          norm11 |  0.0 |  0.0 |  0.0 |  0.0 | -37346.744729093174 |  182674.96329651837 |  -496340.3441231074 |   991054.0575729731 | -1622841.6881014614 |  2305596.8710690094 |  -2936474.944252739 |   3421887.452369453 | -3697423.5069205808 |  3737388.5367208123 |  -3553032.468762547 |   3183316.584699606 |  -2683642.802211115 |    2116180.05683891 | -1542739.4268859099 |  1019266.4715315283 |  -590390.9129613633 |   283107.6822553327 | -100587.40575983327 |  19990.271931471012 |
|          norm12 |  0.0 |  0.0 |  0.0 |  0.0 |  36219.224044454044 | -178737.48646830182 |  490953.06931300496 |    -993274.42462683 |  1652038.1972902766 | -2389737.1939563313 |   3105458.476543219 |  -3697423.506921264 |   4083273.496085882 |  -4214901.976600709 |   4084677.438981722 | -3721987.0342416987 |  3183316.5847182637 |  -2540555.667362583 |  1870465.8625187199 | -1245694.3337038215 |   726179.8630051069 |  -350002.6115402889 |  124858.58730424735 | -24893.084370118308 |
|          norm13 | -0.0 | -0.0 | -0.0 | -0.0 |  -33445.09087999675 |  166181.99942488575 | -460364.52014529734 |   941170.2931954477 | -1585308.9639203523 |   2327950.611317609 | -3078330.0344194323 |  3737388.5367242275 |  -4214901.976603758 |   4444996.159677854 |  -4397909.291716008 |  4084677.4390064403 |  -3553032.468804029 |  2876974.7027913053 | -2143976.2751491778 |   1442145.761296335 |  -847527.0299499715 |  411151.96974531875 |  -147434.8461629503 |   29515.18910817756 |
|          norm14 |  0.0 |  0.0 |  0.0 |  0.0 |  29515.189107309932 | -147434.84615854512 |   411151.9697342741 |  -847527.0299298262 |  1442145.7612664457 |  -2143976.275107786 |  2876974.7027485017 |  -3553032.468768877 |  4084677.4389879555 |  -4397909.291719234 |   4444996.159705056 |  -4214901.976650863 |   3737388.536784426 | -3078330.0344826044 |   2327950.611374176 |  -1585308.963960676 |   941170.2932216888 |   -460364.520159272 |  166181.99943031385 |  -33445.09088107152 |
|          norm15 | -0.0 | -0.0 | -0.0 | -0.0 | -24893.084369506745 |  124858.58730110493 |   -350002.611532754 |    726179.862992049 | -1245694.3336857064 |  1870465.8624941513 | -2540555.6673414297 |   3183316.584708492 | -3721987.0342507157 |  4084677.4390125624 |  -4214901.976653846 |   4083273.496155852 |  -3697423.507000125 |   3105458.476620534 |  -2389737.194022715 |  1652038.1973371392 |  -993274.4246566675 |  490953.06932859716 | -178737.48647425338 |   36219.22404563423 |
|          norm16 |  0.0 |  0.0 |  0.0 |  0.0 |   19990.27193110728 | -100587.40575791454 |  283107.68225111515 |  -590390.9129548315 |  1019266.4715239583 | -1542739.4268761685 |    2116180.05683599 |  -2683642.802221528 |   3183316.584728959 | -3553032.4688120475 |  3737388.5367895276 | -3697423.5070024077 |   3421887.452456209 |  -2936474.944334567 |   2305596.871137427 |  -1622841.688149359 |    991054.057603003 |  -496340.3441385862 |  182674.96330235203 |  -37346.74473024883 |
|          norm17 | -0.0 | -0.0 | -0.0 | -0.0 | -15163.706269860508 |   76490.23785306767 | -215964.48566475522 |  452174.23531310225 |  -784597.4704979592 |  1195114.0829797853 |  -1652396.953344859 |  2116180.0568494312 | -2540555.6673734477 |    2876974.70279981 | -3078330.0344885467 |   3105458.476623986 |   -2936474.94433592 |   2577344.704421659 | -2069364.1178795584 |  1487519.8845591638 |  -925763.1628600045 |   471320.0773129562 |  -175891.5319710673 |    36375.8403444914 |
|          norm18 | -0.0 | -0.0 | -0.0 | -0.0 |  10719.720521497975 |  -54177.63691504213 |  153342.58329578594 |  -322065.3266993465 |   561060.0223225206 |  -858922.9786429482 |  1195114.0829871413 | -1542739.4268952582 |  1870465.8625284166 | -2143976.2751569487 |   2327950.611379876 | -2389737.1940264087 |  2305596.8711393764 | -2069364.1178803218 |  1701300.9352143435 | -1252258.7677560875 |   797030.1174049869 |  -414092.7445504946 |  157288.99981300248 |  -33019.06377551677 |
|          norm19 | -0.0 | -0.0 | -0.0 | -0.0 |  -6912.312358193667 |  34987.255328002735 |  -99216.41763545288 |   208893.9184340334 |  -365042.8098218946 |   561060.0223232597 |  -784597.4705041591 |  1019266.4715386757 | -1245694.3337112525 |  1442145.7613023322 | -1585308.9639651568 |  1652038.1973401755 |  -1622841.688151111 |   1487519.884560023 | -1252258.7677563322 |    945474.690781492 |  -617461.8420272687 |  328785.66228400596 | -127709.35513504736 |  27338.725718444104 |
|          norm20 |  0.0 |  0.0 |  0.0 |  0.0 |  3927.9376714732825 |  -19904.74395360567 |    56529.8286048639 |  -119247.2761971922 |  208893.91843516525 |  -322065.3267013194 |   452174.2353187611 |  -590390.9129659534 |   726179.8630098875 |  -847527.0299538167 |   941170.2932245662 |  -993274.4246586496 |   991054.0576041779 |  -925763.1628606182 |   797030.1174052006 |  -617461.8420273133 |  414770.60923700116 | -227355.40393608637 |   90821.39064514718 |  -19947.71345493267 |
|          norm21 | -0.0 | -0.0 | -0.0 | -0.0 |  -1855.451390335174 |   9410.980124377511 |  -26758.40871149682 |   56529.82860518997 |  -99216.41763655152 |   153342.5832974861 | -215964.48566845452 |  283107.68225767417 |  -350002.6115427312 |  411151.96974725666 | -460364.52016070066 |  490953.06932957505 |  -496340.3441391556 |  471320.07731324714 | -414092.74455058586 |   328785.6622840173 | -227355.40393607973 |  128769.79819433703 |  -53247.30607747724 |  12099.062907700441 |
