| modelparameters |   0 |   1 |   2 |    3 |                   4 |                   5 |                   6 |                   7 |                   8 |                   9 |                  10 |                  11 |                  12 |                  13 |                  14 |                  15 |                  16 |                  17 |                  18 |                  19 |                  20 |                  21 |                  22 |                  23 |
|           norm0 | 1.0 | 0.0 | 0.0 | -0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                -0.0 |                 0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |                -0.0 |                -0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |
|           norm1 | 0.0 | 1.0 | 0.0 | -0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                -0.0 |                 0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |                -0.0 |                -0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |
|           norm2 | 0.0 | 0.0 | 1.0 | -0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                -0.0 |                 0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |                -0.0 |                -0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |
|           norm3 | 0.0 | 0.0 | 0.0 |  1.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                -0.0 |                 0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |                -0.0 |                -0.0 |                 0.0 |                -0.0 |                 0.0 |                -0.0 |
|           norm4 | 0.0 | 0.0 | 0.0 |  0.0 |  1379.2568306929504 |  -5455.078647378306 |  12099.062907558517 |  -19947.71345462788 |    27338.7257179152 |  -33019.06377473556 |   36375.84034348228 | -37346.744729093174 |  36219.224044454044 |  -33445.09087999675 |  29515.189107309932 | -24893.084369506745 |   19990.27193110728 | -15163.706269860508 |  10719.720521497975 |  -6912.312358193667 |  3927.9376714732825 |  -1855.451390335174 |   651.5162347189826 | -128.29086954275408 |
|           norm5 | 0.0 | 0.0 | 0.0 |  0.0 |  -5455.078647377981 |   22942.62620470488 | -53247.306076738736 |    90821.3906435755 | -127709.35513234077 |   157288.9998090294 | -175891.53196595865 |  182674.96329651837 | -178737.48646830182 |  166181.99942488575 | -147434.84615854512 |  124858.58730110493 | -100587.40575791454 |   76490.23785306767 |  -54177.63691504213 |  34987.255328002735 |  -19904.74395360567 |   9410.980124377511 | -3306.8656264734127 |   651.5162347167061 |
|           norm6 | 0.0 | 0.0 | 0.0 |  0.0 |  12099.062907562673 |  -53247.30607676434 |  128769.79819228683 |  -227355.4039317617 |  328785.66227662185 |  -414092.7445397475 |   471320.0772992617 |  -496340.3441231074 |  490953.06931300496 | -460364.52014529734 |   411151.9697342741 |   -350002.611532754 |  283107.68225111515 | -215964.48566475522 |  153342.58329578594 |  -99216.41763545288 |    56529.8286048639 |  -26758.40871149682 |   9410.980124444803 |  -1855.451390343078 |
|           norm7 | 0.0 | 0.0 | 0.0 |  0.0 | -19947.713454646975 |   90821.39064368169 |  -227355.4039319093 |  414770.60922828177 |  -617461.8420125121 |   797030.1173837024 |  -925763.1628331422 |   991054.0575729731 |    -993274.42462683 |   941170.2931954477 |  -847527.0299298262 |    726179.862992049 |  -590390.9129548315 |  452174.23531310225 |  -322065.3266993465 |   208893.9184340334 |  -119247.2761971922 |   56529.82860518997 | -19904.743953858997 |   3927.937671514519 |
|           norm8 | 0.0 | 0.0 | 0.0 |  0.0 |    27338.7257179581 | -127709.35513257529 |   328785.6622770212 |  -617461.8420128194 |   945474.6907571875 | -1252258.7677213654 |  1487519.8845157968 | -1622841.6881014614 |  1652038.1972902766 | -1585308.9639203523 |  1442145.7612664457 | -1245694.3336857064 |  1019266.4715239583 |  -784597.4704979592 |   561060.0223225206 |  -365042.8098218946 |  208893.91843516525 |  -99216.41763655152 |    34987.2553286202 |  -6912.312358303927 |
|           norm9 | 0.0 | 0.0 | 0.0 |  0.0 |  -33019.06377478835 |  157288.99980932547 |  -414092.7445401874 |   797030.1173838365 |  -1252258.767720796 |   1701300.935163973 | -2069364.1178171285 |  2305596.8710690094 | -2389737.1939563313 |   2327950.611317609 |  -2143976.275107786 |  1870465.8624941513 | -1542739.4268761685 |  1195114.0829797853 |  -858922.9786429482 |   561060.0223232597 |  -322065.3267013194 |   153342.5832974861 |   -54177.6369159469 |  10719.720521659474 |
|          norm10 | 0.0 | 0.0 | 0.0 |  0.0 |   36375.84034356187 | -175891.53196640706 |  471320.07729999284 |  -925763.1628336308 |  1487519.8845155837 | -2069364.1178180636 |  2577344.7043455876 |  -2936474.944252739 |   3105458.476543219 | -3078330.0344194323 |  2876974.7027485017 | -2540555.6673414297 |    2116180.05683599 |  -1652396.953344859 |  1195114.0829871413 |  -784597.4705041591 |   452174.2353187611 | -215964.48566845452 |   76490.23785475234 | -15163.706270172494 |
|          norm11 | 0.0 | 0.0 | 0.0 |  0.0 |   -37346.7447291879 |   182674.9632970671 |  -496340.3441239962 |   991054.0575735853 | -1622841.6881012723 |  2305596.8710704865 | -2936474.9442532244 |   3421887.452369453 |  -3697423.506921264 |  3737388.5367242275 |  -3553032.468768877 |   3183316.584708492 |  -2683642.802221528 |  2116180.0568494312 | -1542739.4268952582 |  1019266.4715386757 |  -590390.9129659534 |  283107.68225767417 | -100587.40576068277 |  19990.271931636496 |
|          norm12 | 0.0 | 0.0 | 0.0 |  0.0 |  36219.224044541836 | -178737.48646884703 |  490953.06931379094 |    -993274.42462711 |  1652038.1972894412 |  -2389737.193957451 |  3105458.4765431397 | -3697423.5069205808 |   4083273.496085882 |  -4214901.976603758 |  4084677.4389879555 | -3721987.0342507157 |   3183316.584728959 | -2540555.6673734477 |  1870465.8625284166 | -1245694.3337112525 |   726179.8630098875 |  -350002.6115427312 |  124858.58730513405 |  -24893.08437029121 |
|          norm13 | 0.0 | 0.0 | 0.0 |  0.0 |  -33445.09088004915 |  166181.99942528765 |  -460364.5201456263 |   941170.2931947606 | -1585308.9639179034 |   2327950.611316963 | -3078330.0344170537 |  3737388.5367208123 |  -4214901.976600709 |   4444996.159677854 |  -4397909.291719234 |  4084677.4390125624 | -3553032.4688120475 |    2876974.70279981 | -2143976.2751569487 |  1442145.7613023322 |  -847527.0299538167 |  411151.96974725666 | -147434.84616363572 |  29515.189108305378 |
|          norm14 | 0.0 | 0.0 | 0.0 |  0.0 |   29515.18910731353 | -147434.84615873784 |  411151.96973400796 |  -847527.0299279906 |    1442145.76126219 | -2143976.2751050484 |  2876974.7027435605 |  -3553032.468762547 |   4084677.438981722 |  -4397909.291716008 |   4444996.159705056 |  -4214901.976653846 |  3737388.5367895276 | -3078330.0344885467 |   2327950.611379876 | -1585308.9639651568 |   941170.2932245662 | -460364.52016070066 |  166181.99943080219 |  -33445.09088115732 |
|          norm15 | 0.0 | 0.0 | 0.0 |  0.0 | -24893.084369460146 |  124858.58730107118 |  -350002.6115318847 |    726179.862989125 | -1245694.3336798213 |   1870465.862489423 |   -2540555.66733417 |   3183316.584699606 | -3721987.0342416987 |  4084677.4390064403 |  -4214901.976650863 |   4083273.496155852 | -3697423.5070024077 |   3105458.476623986 | -2389737.1940264087 |  1652038.1973401755 |  -993274.4246586496 |  490953.06932957505 |  -178737.4864745764 |  36219.224045686366 |
|          norm16 | 0.0 | 0.0 | 0.0 |  0.0 |  19990.271931020645 | -100587.40575769138 |  283107.68224978534 |  -590390.9129511608 |  1019266.4715170506 | -1542739.4268700704 |    2116180.05682727 |  -2683642.802211115 |  3183316.5847182637 |  -3553032.468804029 |   3737388.536784426 |  -3697423.507000125 |   3421887.452456209 |   -2936474.94433592 |  2305596.8711393764 |  -1622841.688151111 |   991054.0576041779 |  -496340.3441391556 |   182674.9633025257 |  -37346.74473027112 |
|          norm17 | 0.0 | 0.0 | 0.0 |  0.0 | -15163.706269753435 |   76490.23785273278 | -215964.48566321304 |  452174.23530921026 |  -784597.4704909045 |  1195114.0829732667 | -1652396.9533359078 |    2116180.05683891 |  -2540555.667362583 |  2876974.7027913053 | -3078330.0344826044 |   3105458.476620534 |  -2936474.944334567 |   2577344.704421659 | -2069364.1178803218 |   1487519.884560023 |  -925763.1628606182 |  471320.07731324714 | -175891.53197114432 |   36375.84034449615 |
|          norm18 | 0.0 | 0.0 | 0.0 |  0.0 |  10719.720521391368 | -54177.636914681854 |  153342.58329429766 |  -322065.3266957699 |   561060.0223161816 |  -858922.9786369383 |   1195114.082979107 | -1542739.4268859099 |  1870465.8625187199 | -2143976.2751491778 |   2327950.611374176 |  -2389737.194022715 |   2305596.871137427 | -2069364.1178795584 |  1701300.9352143435 | -1252258.7677563322 |   797030.1174052006 | -414092.74455058586 |   157288.9998130115 |  -33019.06377550995 |
|          norm19 | 0.0 | 0.0 | 0.0 |  0.0 |  -6912.312358105906 |   34987.25532769519 |   -99216.4176342477 |  208893.91843121493 | -365042.80981696583 |   561060.0223185347 |  -784597.4704979724 |  1019266.4715315283 | -1245694.3337038215 |   1442145.761296335 |  -1585308.963960676 |  1652038.1973371392 |  -1622841.688149359 |  1487519.8845591638 | -1252258.7677560875 |    945474.690781492 |  -617461.8420273133 |   328785.6622840173 |  -127709.3551350341 |  27338.725718435213 |
|          norm20 | 0.0 | 0.0 | 0.0 |  0.0 |   3927.937671413849 | -19904.743953393787 |  56529.828604055765 | -119247.27619532926 |   208893.9184319322 | -322065.32669821323 |   452174.2353147685 |  -590390.9129613633 |   726179.8630051069 |  -847527.0299499715 |   941170.2932216888 |  -993274.4246566675 |    991054.057603003 |  -925763.1628600045 |   797030.1174049869 |  -617461.8420272687 |  414770.60923700116 | -227355.40393607973 |   90821.39064513383 | -19947.713454925946 |
|          norm21 | 0.0 | 0.0 | 0.0 |  0.0 | -1855.4513903035793 |   9410.980124264132 | -26758.408711069173 |   56529.82860420944 |  -99216.41763485582 |  153342.58329586513 | -215964.48566641108 |   283107.6822553327 |  -350002.6115402889 |  411151.96974531875 |   -460364.520159272 |  490953.06932859716 |  -496340.3441385862 |   471320.0773129562 |  -414092.7445504946 |  328785.66228400596 | -227355.40393608637 |  128769.79819433703 |  -53247.30607747177 |   12099.06290769732 |
