|                     Parameters |                      0 |                       1 |   2 |                       3 |   4 |                       5 |                      6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |   0.003958351591374601 |  -7.664737169416748e-14 | 0.0 |  -0.0014409542119132237 | 0.0 |   7.386321352719995e-08 | -3.154424874929062e-08 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -7.664737169416748e-14 |  3.1131059713249524e-24 | 0.0 |   4.034875653776727e-14 | 0.0 | -1.2481618096262094e-17 |  4.439149080698784e-18 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.0014409542119132237 |   4.034875653776727e-14 | 0.0 |   0.0007410170401723749 | 0.0 | -1.0972902945575634e-09 |  1.000361737657081e-08 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  7.386321352719995e-08 | -1.2481618096262094e-17 | 0.0 | -1.0972902945575634e-09 | 0.0 |   2.420650319045554e-06 | -7.245424985298773e-10 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -3.154424874929062e-08 |   4.439149080698784e-18 | 0.0 |   1.000361737657081e-08 | 0.0 |  -7.245424985298773e-10 | 1.8129122754736515e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 5.3555051476470166e-05 | 4.393410435733945e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |  4.393410435733945e-06 | 6.229734396436653e-05 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
