|                      Parameters |                       0 |                      1 |   2 |                       3 |   4 |                       5 |                      6 |                     7 |                     8 |   9 |
|         Y1yXTNX-.spectral.index |   0.0027824028204911535 | -3.954140502232235e-16 | 0.0 | -0.00044784290424650905 | 0.0 |  1.0629285986099454e-07 | -8.899257472494662e-09 |                   0.0 |                   0.0 | 0.0 |
|     Y1yXTNX-.spectral.amplitude |  -3.954140502232235e-16 | 1.4612045115228826e-27 | 0.0 |  2.1069336388118268e-16 | 0.0 |   -7.77987189075601e-19 | 1.9357275266524056e-19 |                   0.0 |                   0.0 | 0.0 |
|     Y1yXTNX-.spectral.reference |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|       Y1yXTNX-.spectral.lambda_ | -0.00044784290424650905 | 2.1069336388118268e-16 | 0.0 |  0.00013904312155811296 | 0.0 | -1.8906282277681542e-08 |  6.002587252265354e-09 |                   0.0 |                   0.0 | 0.0 |
|         Y1yXTNX-.spectral.alpha |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|          Y1yXTNX-.spatial.lon_0 |  1.0629285986099454e-07 |  -7.77987189075601e-19 | 0.0 | -1.8906282277681542e-08 | 0.0 |  3.6746909996134355e-06 | -2.982305428858505e-10 |                   0.0 |                   0.0 | 0.0 |
|          Y1yXTNX-.spatial.lat_0 |  -8.899257472494662e-09 | 1.9357275266524056e-19 | 0.0 |   6.002587252265354e-09 | 0.0 |  -2.982305428858505e-10 | 2.7553154972159687e-06 |                   0.0 |                   0.0 | 0.0 |
|      PIBEKeWn-bkg.spectral.norm |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 3.510660738790665e-05 | 2.857263455179925e-06 | 0.0 |
|      PIBEKeWn-bkg.spectral.tilt |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 2.857263455179925e-06 | 4.094775166990319e-05 | 0.0 |
| PIBEKeWn-bkg.spectral.reference |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
