|                      Parameters |                       0 |                      1 |   2 |                       3 |   4 |                       5 |                       6 |                     7 |                     8 |   9 |
|         Y1yXTNX-.spectral.index |    0.002878182213261666 | -5.516152002124611e-16 | 0.0 |  -0.0004378302552004142 | 0.0 |  1.5198813897119524e-07 | -2.0067178051124815e-08 |                   0.0 |                   0.0 | 0.0 |
|     Y1yXTNX-.spectral.amplitude |  -5.516152002124611e-16 | 1.4356756398333862e-27 | 0.0 |   2.212415372977116e-16 | 0.0 |  -8.204118354220363e-19 |   2.050796293142137e-19 |                   0.0 |                   0.0 | 0.0 |
|     Y1yXTNX-.spectral.reference |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Y1yXTNX-.spectral.lambda_ |  -0.0004378302552004142 |  2.212415372977116e-16 | 0.0 |   0.0001371306190049082 | 0.0 | -2.1442803555141224e-08 |   6.672977489541005e-09 |                   0.0 |                   0.0 | 0.0 |
|         Y1yXTNX-.spectral.alpha |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|          Y1yXTNX-.spatial.lon_0 |  1.5198813897119524e-07 | -8.204118354220363e-19 | 0.0 | -2.1442803555141224e-08 | 0.0 |   3.867144943832602e-06 | -3.2256186451824547e-10 |                   0.0 |                   0.0 | 0.0 |
|          Y1yXTNX-.spatial.lat_0 | -2.0067178051124815e-08 |  2.050796293142137e-19 | 0.0 |   6.672977489541005e-09 | 0.0 | -3.2256186451824547e-10 |   2.899452640316489e-06 |                   0.0 |                   0.0 | 0.0 |
|      ksGhQhXi-bkg.spectral.norm |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |  3.51050937268712e-05 | 2.853269251148831e-06 | 0.0 |
|      ksGhQhXi-bkg.spectral.tilt |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 2.853269251148831e-06 | 4.095378168760893e-05 | 0.0 |
| ksGhQhXi-bkg.spectral.reference |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
