|                           Parameters |                       0 |   1 |                       2 |                      3 |                      4 |                      5 |                      6 |                      7 |   8 |                   9 |  10 |  11 |  12 |  13 |
|           Crablog.spectral.amplitude |  1.2038681114449975e-21 | 0.0 | -1.3267212002750758e-10 | 3.8063375089414346e-11 |  -6.27079781935608e-14 | 1.3916755603521738e-14 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|               Crablog.spectral.alpha | -1.3267212002750758e-10 | 0.0 |        15.3032625024694 |    -4.2849525253778715 |    0.00717561047342738 |  -0.001589994139815034 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spectral.beta |  3.8063375089414346e-11 | 0.0 |     -4.2849525253778715 |     1.2548532638670098 | -0.0020041012668071505 | 0.00044439778357177243 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spatial.lon_0 |   -6.27079781935608e-14 | 0.0 |     0.00717561047342738 | -0.0020041012668071505 | 0.00010883261319097329 |  -7.55770715697934e-07 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  1.3916755603521738e-14 | 0.0 |   -0.001589994139815034 | 0.00044439778357177243 |  -7.55770715697934e-07 |  7.918829978825661e-05 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           Xltx_L8T-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |  0.0022555284304389893 | 0.00018201144829799328 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           Xltx_L8T-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.00018201144829799328 |  0.0026437447742365745 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      Xltx_L8T-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       Xltx_L8T-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.02444965409100846 | 0.0 | 0.0 | 0.0 | 0.0 |
| Xltx_L8T-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           Xltx_L8T-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           Xltx_L8T-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      Xltx_L8T-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
