|                           Parameters |                      0 |   1 |                      2 |                     3 |                       4 |                       5 |                      6 |                      7 |   8 |                   9 |  10 |  11 |  12 |  13 |
|           Crablog.spectral.amplitude | 2.8878917296770976e-21 | 0.0 | -3.028303941028152e-10 | 9.237072811741439e-11 |  -1.437276986027344e-13 |    3.09616524137035e-14 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           Crablog.spectral.reference |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|               Crablog.spectral.alpha | -3.028303941028152e-10 | 0.0 |      33.15096725265024 |    -9.878645646803054 |    0.015608885919770499 |   -0.003356676380604227 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spectral.beta |  9.237072811741439e-11 | 0.0 |     -9.878645646803054 |    3.0684352139496927 |   -0.004640381112714909 |   0.0009986897202072023 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -1.437276986027344e-13 | 0.0 |   0.015608885919770499 | -0.004640381112714909 |    0.000240914390409424 | -1.6024993138023738e-06 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spatial.lat_0 |   3.09616524137035e-14 | 0.0 |  -0.003356676380604227 | 0.0009986897202072023 | -1.6024993138023738e-06 |  0.00017534089330794092 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           B9bfuTIm-bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 |  0.0049978256596355615 | 0.00040825035440896314 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           B9bfuTIm-bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 | 0.00040825035440896314 |   0.005832997877294884 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      B9bfuTIm-bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       B9bfuTIm-irf.e_reco_model.bias |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.06961136913738648 | 0.0 | 0.0 | 0.0 | 0.0 |
| B9bfuTIm-irf.e_reco_model.resolution |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           B9bfuTIm-irf.spectral.norm |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           B9bfuTIm-irf.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      B9bfuTIm-irf.spectral.reference |                    0.0 | 0.0 |                    0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
