|                      Parameters |                      0 |   1 |                      2 |                      3 |                      4 |                      5 |                      6 |                      7 |   8 |
|      Crablog.spectral.amplitude |  7.225215570846682e-26 | 0.0 | -7.678221787240857e-16 | 1.5418271242004567e-15 | -6.189102890129191e-19 |  1.368684725819602e-19 |                    0.0 |                    0.0 | 0.0 |
|      Crablog.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spectral.alpha | -7.678221787240857e-16 | 0.0 |  8.363025063025838e-05 | -3.292907075516509e-05 |  1.345261986609367e-08 |  6.858340271801115e-09 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.beta | 1.5418271242004567e-15 | 0.0 | -3.292907075516509e-05 |  7.950016363746359e-05 |  8.258658098043355e-09 |  6.302728134604411e-09 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lon_0 | -6.189102890129191e-19 | 0.0 |  1.345261986609367e-08 |  8.258658098043355e-09 | 1.1584901043321544e-07 | 2.0127539148616068e-10 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lat_0 |  1.368684725819602e-19 | 0.0 |  6.858340271801115e-09 |  6.302728134604411e-09 | 2.0127539148616068e-10 |  8.664489261766346e-08 |                    0.0 |                    0.0 | 0.0 |
|      ibgOs2NR-bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 2.4848941226174135e-06 | 2.0144803407759874e-07 | 0.0 |
|      ibgOs2NR-bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 2.0144803407759874e-07 | 2.8861638122628233e-06 | 0.0 |
| ibgOs2NR-bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
