|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                      6 |                    7 |                     8 |   9 |
|         Crablog.spectral.index |  0.00037664159502346473 |   -7.30228099106574e-15 | 0.0 | -0.00013603729464748085 | 0.0 |  1.0733042151290281e-08 | 3.5208131864450514e-09 |                  0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude |   -7.30228099106574e-15 |  3.0478150062997844e-25 | 0.0 |   3.885790952413927e-15 | 0.0 | -1.0749246641532416e-18 |  4.789121479464277e-19 |                  0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.00013603729464748085 |   3.885790952413927e-15 | 0.0 |   7.080137787828055e-05 | 0.0 |   7.776394776173878e-09 | 6.7687331421405106e-09 |                  0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.0733042151290281e-08 | -1.0749246641532416e-18 | 0.0 |   7.776394776173878e-09 | 0.0 |   2.406630466422089e-07 | 4.5743089885754696e-10 |                  0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  3.5208131864450514e-09 |   4.789121479464277e-19 | 0.0 |  6.7687331421405106e-09 | 0.0 |  4.5743089885754696e-10 | 1.8004441024642526e-07 |                  0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 5.35348727512915e-06 |   4.2922635644383e-07 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |  4.2922635644383e-07 | 6.228100419683258e-06 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                  0.0 |                   0.0 | 0.0 |
