|                     Parameters |                      0 |                       1 |   2 |                      3 |   4 |                       5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.00777753020027878 |  -1.469443955060456e-13 | 0.0 |  -0.002766739216076953 | 0.0 |   1.595490758248397e-07 | -3.897778157597452e-08 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.469443955060456e-13 |   6.262472529964015e-24 | 0.0 |  7.879970483946982e-14 | 0.0 | -2.7333809441717344e-17 |  7.968757338142232e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.002766739216076953 |   7.879970483946982e-14 | 0.0 |  0.0014475014832437032 | 0.0 |   4.354533811332485e-09 | 1.1480557418809111e-08 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.595490758248397e-07 | -2.7333809441717344e-17 | 0.0 |  4.354533811332485e-09 | 0.0 |    5.21184169671578e-06 |  -4.36555655238892e-10 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -3.897778157597452e-08 |   7.968757338142232e-18 | 0.0 | 1.1480557418809111e-08 | 0.0 |   -4.36555655238892e-10 |  3.907130725523289e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 | 0.00011535122540977175 |  9.374458867414367e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |  9.374458867414367e-06 | 0.00013419939426216588 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
