|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.0017043416373996516 | -3.2312489111763185e-14 | 0.0 |  -0.000608739756966496 | 0.0 |  5.844099068550193e-08 |  1.4336943498117947e-08 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -3.2312489111763185e-14 |  1.3644428391412326e-24 | 0.0 | 1.7264879712593665e-14 | 0.0 |  -8.80156489999901e-18 | -1.2188205753389207e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.000608739756966496 |  1.7264879712593665e-14 | 0.0 | 0.00031733631133113864 | 0.0 |  4.431012010652246e-09 |   5.541485930897552e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   5.844099068550193e-08 |   -8.80156489999901e-18 | 0.0 |  4.431012010652246e-09 | 0.0 | 1.1192032895376658e-06 |  1.4034000403819383e-09 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  1.4336943498117947e-08 | -1.2188205753389207e-18 | 0.0 |  5.541485930897552e-09 | 0.0 | 1.4034000403819383e-09 |   8.380044033531626e-07 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |  2.485079908661428e-05 | 2.0086192198701558e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 | 2.0086192198701558e-06 | 2.8910979792999632e-05 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
