|                     Parameters |                      0 |                      1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index | 0.00017710360096212486 |  -3.43341756278564e-15 | 0.0 | -6.410067997441507e-05 | 0.0 | 5.3448980810716275e-09 | 1.6214365433457109e-09 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude |  -3.43341756278564e-15 |  1.423145870300967e-25 | 0.0 | 1.8219285272530004e-15 | 0.0 | -5.033744881177322e-19 |  2.236050315466598e-19 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -6.410067997441507e-05 | 1.8219285272530004e-15 | 0.0 | 3.3257245729526025e-05 | 0.0 | 3.4539445682752325e-09 | 3.1371384516648376e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 5.3448980810716275e-09 | -5.033744881177322e-19 | 0.0 | 3.4539445682752325e-09 | 0.0 |  1.117065257775867e-07 | 2.1242309155037236e-10 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | 1.6214365433457109e-09 |  2.236050315466598e-19 | 0.0 | 3.1371384516648376e-09 | 0.0 | 2.1242309155037236e-10 |  8.356896663808126e-08 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 2.4848503330128265e-06 |  1.991516733110226e-07 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |  1.991516733110226e-07 | 2.8908091205919252e-06 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
