|                  Parameters |                      0 |                      1 |   2 |                      3 |                      4 |
|     _Eyv3QDq.spectral.index |  0.0027138069618017633 |   9.85782102658614e-16 | 0.0 | -3.816467136308578e-06 | -2.748656710293771e-06 |
| _Eyv3QDq.spectral.amplitude |   9.85782102658614e-16 | 1.2212019067827906e-26 | 0.0 | -7.284518970084555e-18 |   -7.4498567308513e-18 |
| _Eyv3QDq.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |
|      _Eyv3QDq.spatial.lon_0 | -3.816467136308578e-06 | -7.284518970084555e-18 | 0.0 | 7.5445167311014374e-06 | -5.477922910677262e-08 |
|      _Eyv3QDq.spatial.lat_0 | -2.748656710293771e-06 |   -7.4498567308513e-18 | 0.0 | -5.477922910677262e-08 |  6.049037026765275e-06 |
