|                  Parameters |                       0 |                       1 |   2 |                       3 |                      4 |
|     ClFqIvZN.spectral.index |   0.0020879489310107104 |  1.0244478570146073e-15 | 0.0 | -1.3871255107511982e-06 | 3.2535646263508418e-06 |
| ClFqIvZN.spectral.amplitude |  1.0244478570146073e-15 |  2.5292088949489735e-27 | 0.0 | -2.2965921767861007e-18 | 1.2863960744187994e-19 |
| ClFqIvZN.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |
|      ClFqIvZN.spatial.lon_0 | -1.3871255107511982e-06 | -2.2965921767861007e-18 | 0.0 |  6.6025785476742445e-06 | 1.4863887976581318e-07 |
|      ClFqIvZN.spatial.lat_0 |  3.2535646263508418e-06 |  1.2863960744187994e-19 | 0.0 |  1.4863887976581318e-07 |  4.920153272659088e-06 |
