|                  Parameters |                      0 |                      1 |   2 |                      3 |                      4 |
|     K-Ln55mc.spectral.index |  0.0024466365256505425 | 1.0695514757865909e-15 | 0.0 |  3.392470249280137e-06 |  8.567955827380212e-07 |
| K-Ln55mc.spectral.amplitude | 1.0695514757865909e-15 | 1.8318604519048112e-26 | 0.0 | -3.655356463053251e-18 | 2.7817447345778214e-18 |
| K-Ln55mc.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |
|      K-Ln55mc.spatial.lon_0 |  3.392470249280137e-06 | -3.655356463053251e-18 | 0.0 |  6.571472536558434e-06 | -3.471011898827508e-07 |
|      K-Ln55mc.spatial.lat_0 |  8.567955827380212e-07 | 2.7817447345778214e-18 | 0.0 | -3.471011898827508e-07 |  5.220156365903776e-06 |
