|                  Parameters |                      0 |                      1 |   2 |                      3 |                      4 |
|     NHMSWWpq.spectral.index |  0.0022866946870806807 |  8.224771297995155e-16 | 0.0 | -2.554882194741653e-08 | 2.7320191804657986e-06 |
| NHMSWWpq.spectral.amplitude |  8.224771297995155e-16 | 2.0793357388349896e-27 | 0.0 | -2.675006112994841e-18 | 2.4491005003605538e-18 |
| NHMSWWpq.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |
|      NHMSWWpq.spatial.lon_0 | -2.554882194741653e-08 | -2.675006112994841e-18 | 0.0 |  7.847371949161964e-06 |  8.578615135362488e-08 |
|      NHMSWWpq.spatial.lat_0 | 2.7320191804657986e-06 | 2.4491005003605538e-18 | 0.0 |  8.578615135362488e-08 |  5.449693096269174e-06 |
