|                  Parameters |                       0 |                      1 |   2 |                       3 |                      4 |
|     WV1SMhSw.spectral.index |    0.002575802789554591 | 1.0576257996018534e-15 | 0.0 | -2.6458039009095182e-08 | -9.172857761905703e-08 |
| WV1SMhSw.spectral.amplitude |  1.0576257996018534e-15 | 1.6054251004737714e-26 | 0.0 |  -5.661562357332006e-18 | -8.330181029766904e-19 |
| WV1SMhSw.spectral.reference |                     0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |
|      WV1SMhSw.spatial.lon_0 | -2.6458039009095182e-08 | -5.661562357332006e-18 | 0.0 |   7.459421918544669e-06 |  1.255701209890766e-08 |
|      WV1SMhSw.spatial.lat_0 |  -9.172857761905703e-08 | -8.330181029766904e-19 | 0.0 |   1.255701209890766e-08 |  5.777194377184397e-06 |
