|                  Parameters |                       0 |                       1 |   2 |                       3 |                      4 |
|     YCbcNRX8.spectral.index |   0.0020561981780909994 |   9.798864507517538e-16 | 0.0 | -3.2923806756301492e-06 | 2.0960041901528213e-06 |
| YCbcNRX8.spectral.amplitude |   9.798864507517538e-16 |   2.625379446568641e-27 | 0.0 | -3.9365163784013996e-18 | -1.332956856772972e-18 |
| YCbcNRX8.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |
|      YCbcNRX8.spatial.lon_0 | -3.2923806756301492e-06 | -3.9365163784013996e-18 | 0.0 |   6.929290667307279e-06 | -5.140648250642469e-08 |
|      YCbcNRX8.spatial.lat_0 |  2.0960041901528213e-06 |  -1.332956856772972e-18 | 0.0 |  -5.140648250642469e-08 | 4.7797935670435955e-06 |
