|                  Parameters |                      0 |                       1 |   2 |                       3 |                      4 |
|     Gy_IvFTh.spectral.index |  0.0025811740304320604 |   9.114683048542155e-16 | 0.0 |  1.7820372544330834e-06 | 2.2978960080326425e-06 |
| Gy_IvFTh.spectral.amplitude |  9.114683048542155e-16 |    1.30208549738488e-26 | 0.0 | -1.9364055387652315e-18 |   1.54417558933135e-18 |
| Gy_IvFTh.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |
|      Gy_IvFTh.spatial.lon_0 | 1.7820372544330834e-06 | -1.9364055387652315e-18 | 0.0 |   7.257123211878623e-06 | 4.4377808035014933e-07 |
|      Gy_IvFTh.spatial.lat_0 | 2.2978960080326425e-06 |    1.54417558933135e-18 | 0.0 |  4.4377808035014933e-07 |  5.660000889100685e-06 |
