|                           Parameters |                       0 |                       1 |                       2 |                       3 |   4 |   5 |                       6 |                       7 |                      8 |                      9 |  10 |  11 |  12 |                    13 |                     14 |  15 |
|            Crabbreak.spectral.index1 |     0.05946212161591253 |     0.04984591125230253 | -1.3777787027925781e-11 |       0.524440443809575 | 0.0 | 0.0 |  -8.903947824129743e-07 |  -5.423460746245968e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.index2 |     0.04984591125230253 |     0.07849366577156096 | -1.4919843713998515e-11 |       0.635747837609308 | 0.0 | 0.0 |  -2.015580679609546e-06 | -5.4551994968023797e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.amplitude | -1.3777787027925781e-11 | -1.4919843713998515e-11 |  4.7403776354528745e-21 | -1.4835658059563573e-10 | 0.0 | 0.0 |   5.699919594499457e-16 |  1.2350689609912147e-14 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.ebreak |       0.524440443809575 |       0.635747837609308 | -1.4835658059563573e-10 |       5.811442092986718 | 0.0 | 0.0 | -1.9447264200013387e-05 |  -0.0005495169986839141 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spectral.beta |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 |  -8.903947824129743e-07 |  -2.015580679609546e-06 |   5.699919594499457e-16 | -1.9447264200013387e-05 | 0.0 | 0.0 |   4.501531761053213e-06 |   5.146657165873818e-08 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 |  -5.423460746245968e-05 | -5.4551994968023797e-05 |  1.2350689609912147e-14 |  -0.0005495169986839141 | 0.0 | 0.0 |   5.146657165873818e-08 |   2.970262523972236e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           U2PgNmTG-bkg.spectral.norm |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011383327113686308 |  8.639444784665455e-06 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           U2PgNmTG-bkg.spectral.tilt |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |  8.639444784665455e-06 | 0.00013066170384871143 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|      U2PgNmTG-bkg.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|       U2PgNmTG-irf.e_reco_model.bias |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
| U2PgNmTG-irf.e_reco_model.resolution |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
|           U2PgNmTG-irf.spectral.norm |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |   0.09948788584888876 |  0.0003291263103081494 | 0.0 |
|           U2PgNmTG-irf.spectral.tilt |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0003291263103081494 | 0.00039383193305532975 | 0.0 |
|      U2PgNmTG-irf.spectral.reference |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                    0.0 | 0.0 |
