|                      Parameters |                      0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                       7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 |     0.8353083549844719 |   -0.25434083015352316 |  -5.340092793505514e-10 |   -0.010293342006012639 | 0.0 | 0.0 |   0.0027742872538269953 |   0.0028763939929420074 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 |   -0.25434083015352316 |     0.2312137477160853 |  2.3600254415387326e-10 |    0.004359628507662982 | 0.0 | 0.0 |  -0.0006567936526276993 |  -0.0012905531789725783 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | -5.340092793505514e-10 | 2.3600254415387326e-10 |   3.799753658663312e-19 |  6.9603166580217145e-12 | 0.0 | 0.0 | -1.8943766989374166e-12 | -2.2317083487120182e-12 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak |  -0.010293342006012639 |   0.004359628507662982 |  6.9603166580217145e-12 |  0.00015869226278637167 | 0.0 | 0.0 |  -1.230461255025862e-05 | -2.1390913254848027e-05 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 |  0.0027742872538269953 | -0.0006567936526276993 | -1.8943766989374166e-12 |  -1.230461255025862e-05 | 0.0 | 0.0 |   0.0007546985534622918 |  -6.334772014642418e-05 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 |  0.0028763939929420074 | -0.0012905531789725783 | -2.2317083487120182e-12 | -2.1390913254848027e-05 | 0.0 | 0.0 |  -6.334772014642418e-05 |   0.0001825008420332219 |                   0.0 |                   0.0 | 0.0 |
|      zmMrOthY-bkg.spectral.norm |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |  0.010107955346236045 | 0.0013389048240076249 | 0.0 |
|      zmMrOthY-bkg.spectral.tilt |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0013389048240076249 |  0.009962788520415933 | 0.0 |
| zmMrOthY-bkg.spectral.reference |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
