|                      Parameters |                      0 |                      1 |   2 |                       3 |                       4 |                      5 |                      6 |   7 |
|         rQPpt71k.spectral.index |   0.008403353604447506 |  7.808485000177618e-15 | 0.0 |   4.463210472697717e-07 |  -6.878098201578491e-11 |                    0.0 |                    0.0 | 0.0 |
|     rQPpt71k.spectral.amplitude |  7.808485000177618e-15 | 3.4618243160207286e-26 | 0.0 |  -8.982004739133248e-18 |  1.8521619714360593e-18 |                    0.0 |                    0.0 | 0.0 |
|     rQPpt71k.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          rQPpt71k.spatial.lon_0 |  4.463210472697717e-07 | -8.982004739133248e-18 | 0.0 |  1.9633890554831135e-05 | -2.8592932810732926e-09 |                    0.0 |                    0.0 | 0.0 |
|          rQPpt71k.spatial.lat_0 | -6.878098201578491e-11 | 1.8521619714360593e-18 | 0.0 | -2.8592932810732926e-09 |   1.473585918572436e-05 |                    0.0 |                    0.0 | 0.0 |
|      M_39dmKL-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.00014607582531139403 |   6.36226439545743e-05 | 0.0 |
|      M_39dmKL-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |   6.36226439545743e-05 | 0.00019245020741524968 | 0.0 |
| M_39dmKL-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
