|                      Parameters |                      0 |                      1 |   2 |                      3 |                      4 |                      5 |                     6 |   7 |
|         LyLFc-BS.spectral.index |    0.04659943555344886 | 2.5332266785047946e-14 | 0.0 |  6.452591915573334e-06 |  3.977034463799329e-08 |                    0.0 |                   0.0 | 0.0 |
|     LyLFc-BS.spectral.amplitude | 2.5332266785047946e-14 |   5.61652903528623e-26 | 0.0 | -6.593299444005551e-17 | 2.5093581174532032e-18 |                    0.0 |                   0.0 | 0.0 |
|     LyLFc-BS.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
|          LyLFc-BS.spatial.lon_0 |  6.452591915573334e-06 | -6.593299444005551e-17 | 0.0 |  0.0001165597596872303 | 1.4127255957438352e-08 |                    0.0 |                   0.0 | 0.0 |
|          LyLFc-BS.spatial.lat_0 |  3.977034463799329e-08 | 2.5093581174532032e-18 | 0.0 | 1.4127255957438352e-08 |   8.72284726434452e-05 |                    0.0 |                   0.0 | 0.0 |
|      YbxvNTrt-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.00014545822716685504 | 6.340841370585976e-05 | 0.0 |
|      YbxvNTrt-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |  6.340841370585976e-05 | 0.0001916750299360283 | 0.0 |
| YbxvNTrt-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
