|                           Parameters |                       0 |   1 |                       2 |                       3 |                      4 |                       5 |                      6 |                      7 |   8 |                      9 |  10 |  11 |  12 |  13 |
|           Crablog.spectral.amplitude |    9.79694349165209e-23 | 0.0 | -1.2505567476516557e-12 |  1.0236373678746797e-12 | -3.743758970174723e-15 |  1.6555664211622026e-15 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|               Crablog.spectral.alpha | -1.2505567476516557e-12 | 0.0 |      0.1251637148574223 |   -0.044279623924210365 | 0.00024390883761510402 |  -7.988705216083911e-06 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spectral.beta |  1.0236373678746797e-12 | 0.0 |   -0.044279623924210365 |    0.033812685866640005 |  -8.64182181007539e-05 | -1.5641598024956952e-05 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spatial.lon_0 |  -3.743758970174723e-15 | 0.0 |  0.00024390883761510402 |   -8.64182181007539e-05 | 0.00022114982748605414 |  2.3503050895580533e-09 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  1.6555664211622026e-15 | 0.0 |  -7.988705216083911e-06 | -1.5641598024956952e-05 | 2.3503050895580533e-09 |   0.0002042978685046101 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           TDn9Hr4I-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |    0.00599944264123032 | 0.00018358095025794888 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           TDn9Hr4I-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 | 0.00018358095025794888 |   0.005832267614872618 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      TDn9Hr4I-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       TDn9Hr4I-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 3.5967033790585245e-07 | 0.0 | 0.0 | 0.0 | 0.0 |
| TDn9Hr4I-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           TDn9Hr4I-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|           TDn9Hr4I-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      TDn9Hr4I-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
