|                      Parameters |                       0 |   1 |                       2 |                       3 |                       4 |                       5 |                      6 |                      7 |   8 |
|      Crablog.spectral.amplitude |   3.441313544104111e-25 | 0.0 | -3.5456508863072452e-15 |   7.534469353537863e-15 | -2.8685431978508552e-18 |   5.301904585740699e-19 |                    0.0 |                    0.0 | 0.0 |
|      Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spectral.alpha | -3.5456508863072452e-15 | 0.0 |    0.000388299160120273 | -0.00014590595871476748 |   6.213384857331274e-09 | -4.0182028732322774e-08 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.beta |   7.534469353537863e-15 | 0.0 | -0.00014590595871476748 |  0.00039365380192197305 |  2.0153729420440258e-08 |  -3.499742596384331e-08 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lon_0 | -2.8685431978508552e-18 | 0.0 |   6.213384857331274e-09 |  2.0153729420440258e-08 |   5.382648409596439e-07 |   7.568930967507682e-10 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lat_0 |   5.301904585740699e-19 | 0.0 | -4.0182028732322774e-08 |  -3.499742596384331e-08 |   7.568930967507682e-10 |  4.0250350741348583e-07 |                    0.0 |                    0.0 | 0.0 |
|      ARok4899-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 1.1472400767740213e-05 |  9.979468091448993e-07 | 0.0 |
|      ARok4899-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |  9.979468091448993e-07 | 1.3407723074694847e-05 | 0.0 |
| ARok4899-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
