|                      Parameters |                      0 |   1 |                      2 |                      3 |                       4 |                       5 |                     6 |                     7 |   8 |
|      Crablog.spectral.amplitude |  7.280407866836403e-25 | 0.0 | -7.726183890884625e-15 | 1.5712771822171737e-14 |  -9.316985614600334e-18 |   3.708332311509887e-18 |                   0.0 |                   0.0 | 0.0 |
|      Crablog.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spectral.alpha | -7.726183890884625e-15 | 0.0 |  0.0008290067828837608 | -0.0003100087882461604 |   5.250157512931809e-08 |   9.709287208721906e-08 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spectral.beta | 1.5712771822171737e-14 | 0.0 | -0.0003100087882461604 |  0.0008133183325166106 |   -2.73942423535784e-08 |   1.594767611224387e-08 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spatial.lon_0 | -9.316985614600334e-18 | 0.0 |  5.250157512931809e-08 |  -2.73942423535784e-08 |   1.166760656140059e-06 | -4.2308172419093775e-09 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spatial.lat_0 |  3.708332311509887e-18 | 0.0 |  9.709287208721906e-08 |  1.594767611224387e-08 | -4.2308172419093775e-09 |   8.843414867741818e-07 |                   0.0 |                   0.0 | 0.0 |
|      tdHDUDRt-bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 2.466046231130776e-05 | 1.879986148791139e-06 | 0.0 |
|      tdHDUDRt-bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 1.879986148791139e-06 | 2.936384912783539e-05 | 0.0 |
| tdHDUDRt-bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
