|                      Parameters |                       0 |   1 |                       2 |                     3 |                       4 |                       5 |                      6 |                      7 |   8 |
|      Crablog.spectral.amplitude |  1.0560579842685675e-21 | 0.0 |  -7.008895702852704e-12 | 1.170854696603747e-11 | -1.1534147003191015e-14 |    3.40703917159089e-14 |                    0.0 |                    0.0 | 0.0 |
|      Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spectral.alpha |  -7.008895702852704e-12 | 0.0 |      0.4562621806911594 |  -0.21139268857749527 |   0.0004291584359705203 | -0.00041364600518019567 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.beta |   1.170854696603747e-11 | 0.0 |    -0.21139268857749527 |   0.32853975101632654 |    8.93161151308946e-06 |   0.0002023790741733721 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lon_0 | -1.1534147003191015e-14 | 0.0 |   0.0004291584359705203 |  8.93161151308946e-06 |   0.0006290706661525527 |  -0.0001432698297961912 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lat_0 |    3.40703917159089e-14 | 0.0 | -0.00041364600518019567 | 0.0002023790741733721 |  -0.0001432698297961912 |   0.0004996989278333887 |                    0.0 |                    0.0 | 0.0 |
|      XcIIg7qr-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                   0.0 |                     0.0 |                     0.0 |    0.02011816593832711 | -0.0011166723050982385 | 0.0 |
|      XcIIg7qr-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                   0.0 |                     0.0 |                     0.0 | -0.0011166723050982385 |   0.041008668907639635 | 0.0 |
| XcIIg7qr-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                   0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
