| modelparameters |    0 |    1 |    2 |    3 |                   4 |                   5 |                   6 |                   7 |                   8 |                   9 |                  10 |                  11 |                  12 |                  13 |                  14 |                  15 |                  16 |                  17 |                  18 |                  19 |                  20 |                  21 |                  22 |                  23 |
|           norm0 |  1.0 |  0.0 |  0.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm1 |  0.0 |  1.0 |  0.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm2 |  0.0 |  0.0 |  1.0 |  0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm3 | -0.0 | -0.0 | -0.0 |  1.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |                 0.0 |
|           norm4 |  0.0 |  0.0 |  0.0 |  0.0 |  1379.2568307405277 |  -5455.078647613187 |  12099.062908178083 | -19947.713455814872 |  27338.725719850838 |  -33019.06377741999 |  36375.840346803634 |  -37346.74473286755 |   36219.22404842038 | -33445.090883878845 |  29515.189110871557 | -24893.084372574645 |  19990.271933586657 | -15163.706271733772 |  10719.720522808097 |   -6912.31235902674 |  3927.9376719402158 | -1855.4513905533377 |   651.5162347950757 | -128.29086955771362 |
|           norm5 |  0.0 |  0.0 |  0.0 |  0.0 |   -5455.07864761168 |      22942.62620586 | -53247.306079786424 |   90821.39064941459 | -127709.35514187014 |  157288.99982225243 | -175891.53198232618 |  182674.96331513338 | -178737.48648788326 |  166181.99944407606 |  -147434.8461761828 |  124858.58731633086 | -100587.40577025329 |   76490.23786242092 | -54177.636921606354 |   34987.25533219292 |  -19904.74395596306 |    9410.98012548263 |  -3306.865626859899 |   651.5162347928209 |
|           norm6 |  0.0 |  0.0 |  0.0 |  0.0 |    12099.0629081943 |  -53247.30607989021 |  128769.79820052996 | -227355.40394753587 |  328785.66230236983 |  -414092.7445754483 |  471320.07734339754 |  -496340.3441732395 |   490953.0693656505 |  -460364.5201967779 |  411151.96978146257 | -350002.61157335463 |    283107.682283886 | -215964.48568948449 |  153342.58331305388 |  -99216.41764641865 |    56529.8286110021 | -26758.408714361056 |   9410.980125442658 | -1855.4513905390434 |
|           norm7 |  0.0 |  0.0 |  0.0 |  0.0 | -19947.713455899582 |   90821.39064989035 |  -227355.4039482716 |   414770.6092595459 |  -617461.8420635636 |   797030.1174544321 |  -925763.1629204755 |   991054.0576720582 |  -993274.4247307342 |   941170.2932968743 |  -847527.0300226129 |   726179.8630717018 |  -590390.9130189605 |  452174.23536136316 | -322065.32673294784 |   208893.9184553061 | -119247.27620906197 |   56529.82861071045 | -19904.743955775884 |  3927.9376718897147 |
|           norm8 |  0.0 |  0.0 |  0.0 |  0.0 |   27338.72571999664 | -127709.35514269942 |  328785.66230368335 |  -617461.8420636734 |   945474.6908402783 | -1252258.7678363938 |  1487519.8846576454 | -1622841.6882622174 |  1652038.1974586125 |  -1585308.964084379 |  1442145.7614161968 | -1245694.3338139623 |  1019266.4716269507 |  -784597.4705752567 |   561060.0223761849 | -365042.80985577055 |  208893.91845401304 |   -99216.4176452929 |   34987.25533164752 |  -6912.312358895121 |
|           norm9 |  0.0 |  0.0 |  0.0 |  0.0 | -33019.063777678915 |  157288.99982371877 |  -414092.7445780759 |   797030.1174559876 | -1252258.7678388439 |   1701300.935327388 | -2069364.1180185783 |  2305596.8712973534 | -2389737.1941955113 |  2327950.6115507563 | -2143976.2753208135 |   1870465.862676831 | -1542739.4270231375 |  1195114.0830903798 |  -858922.9787199878 |   561060.0223720882 | -322065.32672860764 |  153342.58331019973 |    -54177.636920369 |  10719.720522526313 |
|          norm10 | -0.0 | -0.0 | -0.0 | -0.0 |   36375.84034718726 | -175891.53198451686 |   471320.0773475934 |  -925763.1629239684 |  1487519.8846635183 | -2069364.1180225338 |  2577344.7045970364 |  -2936474.944537147 |   3105458.476840323 | -3078330.0347080417 |  2876974.7030111696 | -2540555.6675656578 |   2116180.057015481 | -1652396.9534792365 |   1195114.083080279 |  -784597.4705629285 |  452174.23535149026 |   -215964.485683671 |    76490.2378600425 |  -15163.70627121079 |
|          norm11 |  0.0 |  0.0 |  0.0 |  0.0 | -37346.744733314146 |  182674.96331776422 | -496340.34417828184 |   991054.0576761237 | -1622841.6882693665 |   2305596.871302307 |  -2936474.944537333 |  3421887.4526898274 |  -3697423.507254659 |    3737388.53704648 | -3553032.4690604843 |  3183316.5849557524 | -2683642.8024179465 |   2116180.056995298 |  -1542739.426995515 |  1019266.4716014209 |  -590390.9130006321 |  283107.68227368966 | -100587.40576622004 |  19990.271932718635 |
|          norm12 |  0.0 |  0.0 |  0.0 |  0.0 |   36219.22404884451 | -178737.48649054626 |  490953.06937053136 |  -993274.4247335772 |  1652038.1974641993 |  -2389737.194197686 |  3105458.4768361063 |  -3697423.507249463 |    4083273.49642618 |   -4214901.97693022 |  4084677.4392807805 | -3721987.0344963865 |   3183316.584921714 | -2540555.6675146706 |  1870465.8626240832 |  -1245694.333770255 |   726179.8630420446 | -350002.61155739584 |  124858.58731015095 | -24893.084371263496 |
|          norm13 | -0.0 | -0.0 | -0.0 | -0.0 |  -33445.09088418071 |  166181.99944627588 |  -460364.5202002758 |   941170.2932963691 | -1585308.9640849642 |  2327950.6115455832 |  -3078330.034693922 |   3737388.537029666 | -4214901.9769177055 |   4444996.159978697 |  -4397909.291985642 |   4084677.439232596 | -3553032.4689815026 |  2876974.7029214255 | -2143976.2752375035 |  1442145.7613508962 |  -847527.0299797195 |  411151.96975884994 | -147434.84616754513 |   29515.18910905629 |
|          norm14 |  0.0 |  0.0 |  0.0 |  0.0 |  29515.189110960637 |  -147434.8461774456 |   411151.9697824179 |   -847527.030016815 |  1442145.7614085255 |  -2143976.275303941 |  2876974.7029818823 | -3553032.4690257655 |  4084677.4392483872 |   -4397909.29196463 |   4444996.159920459 |  -4214901.976826848 |  3737388.5369181666 | -3078330.0345771047 |   2327950.611435733 |  -1585308.963997058 |   941170.2932406506 | -460364.52016752376 |   166181.9994330004 |  -33445.09088156555 |
|          norm15 | -0.0 | -0.0 | -0.0 | -0.0 |   -24893.0843724097 |  124858.58731640695 |  -350002.6115712156 |    726179.863059922 | -1245694.3337967668 |   1870465.862646742 |  -2540555.667519623 |  3183316.5849012327 | -3721987.0344416765 |  4084677.4391873283 |  -4214901.976801539 |  4083273.4962704843 |  -3697423.507081468 |  3105458.4766731486 | -2389737.1940533123 |  1652038.1973527907 |  -993274.4246634712 |  490953.06933095324 | -178737.48647482466 |  36219.224045704395 |
|          norm16 |  0.0 |  0.0 |  0.0 |  0.0 |  19990.271933190328 |  -100587.4057691891 |   283107.6822788895 |  -590390.9130020876 |  1019266.4716014924 | -1542739.4269818852 |   2116180.056955693 |  -2683642.802347138 |   3183316.584848267 |   -3553032.46891512 |   3737388.536869685 | -3697423.5070569855 |  3421887.4524872433 |  -2936474.944347699 |  2305596.8711393285 |  -1622841.688146078 |   991054.0575988414 |    -496340.34413568 |  182674.96330105135 |  -37346.74472994648 |
|          norm17 | -0.0 | -0.0 | -0.0 | -0.0 | -15163.706271185838 |   76490.23786053786 | -215964.48568259037 |   452174.2353416799 |  -784597.4705450588 |  1195114.0830431846 |  -1652396.953412712 |  2116180.0569164655 |  -2540555.667431389 |   2876974.702842771 | -3078330.0345134325 |  3105458.4766307306 |  -2936474.944328036 |  2577344.7044051304 | -2069364.1178605016 |  1487519.8845424103 |  -925763.1628482174 |   471320.0773064621 |  -175891.5319685114 |    36375.8403439427 |
|          norm18 | -0.0 | -0.0 | -0.0 | -0.0 |  10719.720522222507 |  -54177.63691940503 |  153342.58330568142 |   -322065.326713554 |   561060.0223461438 |  -858922.9786739697 |  1195114.0830164272 | -1542739.4269198177 |  1870465.8625432416 | -2143976.2751592435 |  2327950.6113690436 |   -2389737.19400392 |    2305596.87110922 | -2069364.1178480114 |   1701300.935184973 | -1252258.7677332154 |   797030.1173899993 | -414092.74454260315 |  157288.99980999052 |  -33019.06377488401 |
|          norm19 | -0.0 | -0.0 | -0.0 | -0.0 |  -6912.312358513716 |   34987.25533017451 |   -99216.4176399468 |  208893.91843906237 |  -365042.8098304565 |   561060.0223337938 |  -784597.4705102958 |  1019266.4715390087 | -1245694.3337031435 |  1442145.7612849246 | -1585308.9639391557 |  1652038.1973075175 | -1622841.6881153563 |  1487519.8845255529 | -1252258.7677269154 |   945474.6907594963 |  -617461.8420132415 |   328785.6622767587 | -127709.35513231854 |   27338.72571787657 |
|          norm20 |  0.0 |  0.0 |  0.0 |  0.0 |  3927.9376715714816 |  -19904.74395447354 |    56529.8286063424 | -119247.27619770585 |  208893.91843624646 | -322065.32670196274 |   452174.2353150863 |  -590390.9129574653 |    726179.862995425 |  -847527.0299334361 |   941170.2931992863 |  -993274.4246301015 |   991054.0575749197 |  -925763.1628335814 |   797030.1173827798 |  -617461.8420108808 |   414770.6092266693 | -227355.40393080344 |    90821.3906431733 |  -19947.71345452457 |
|          norm21 | -0.0 | -0.0 | -0.0 | -0.0 | -1855.4513903442348 |   9410.980124623868 | -26758.408711715652 |   56529.82860438818 |  -99216.41763537674 |  153342.58329542534 | -215964.48566356202 |  283107.68224985217 | -350002.61153158394 |   411151.9697330561 |  -460364.5201442083 |  490953.06931177946 |  -496340.3441214929 |   471320.0772972886 | -414092.74453756463 |  328785.66227458627 | -227355.40393020184 |  128769.79819135153 |  -53247.30607636755 |  12099.062907471953 |
