|                      Parameters |                      0 |   1 |                      2 |                      3 |                      4 |                      5 |                      6 |                      7 |   8 |
|      Crablog.spectral.amplitude |  7.225215298362411e-26 | 0.0 | -7.678221268508101e-16 |  1.541827040796627e-15 | -6.189105666272758e-19 | 1.3686751638413164e-19 |                    0.0 |                    0.0 | 0.0 |
|      Crablog.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spectral.alpha | -7.678221268508101e-16 | 0.0 |  8.363025142672582e-05 | -3.292907038911132e-05 | 1.3452617876598647e-08 |  6.858331849908282e-09 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.beta |  1.541827040796627e-15 | 0.0 | -3.292907038911132e-05 |  7.950016201334319e-05 |  8.258654812440602e-09 | 6.3027172019095715e-09 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lon_0 | -6.189105666272758e-19 | 0.0 | 1.3452617876598647e-08 |  8.258654812440602e-09 | 1.1584901042948855e-07 | 2.0127538763330556e-10 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lat_0 | 1.3686751638413164e-19 | 0.0 |  6.858331849908282e-09 | 6.3027172019095715e-09 | 2.0127538763330556e-10 |  8.664489264041134e-08 |                    0.0 |                    0.0 | 0.0 |
|      EGLNCUPl-bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 2.4848940843384285e-06 | 2.0144804190443535e-07 | 0.0 |
|      EGLNCUPl-bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 2.0144804190443535e-07 | 2.8861638107709395e-06 | 0.0 |
| EGLNCUPl-bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
