|                           Parameters |                      0 |   1 |                       2 |                       3 |                       4 |                       5 |                      6 |                      7 |   8 |   9 |  10 |                     11 |                     12 |  13 |
|           Crablog.spectral.amplitude | 2.0680897474958444e-23 | 0.0 |  -6.299341176959285e-15 |   4.323967086555579e-15 |  -2.834661512778281e-17 |  -4.384546844776277e-18 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.reference |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Crablog.spectral.alpha | -6.299341176959285e-15 | 0.0 |    4.76085090555864e-05 | -1.9130385017602884e-05 |   7.998317591598438e-08 | -4.5275247158174816e-08 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spectral.beta |  4.323967086555579e-15 | 0.0 | -1.9130385017602884e-05 |   7.446007861464267e-05 |  -7.882156872115208e-09 |  1.6227581277906306e-08 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -2.834661512778281e-17 | 0.0 |   7.998317591598438e-08 |  -7.882156872115208e-09 |  1.1763204917857754e-07 | -1.0596807957113415e-10 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lat_0 | -4.384546844776277e-18 | 0.0 | -4.5275247158174816e-08 |  1.6227581277906306e-08 | -1.0596807957113415e-10 |   8.722730049865794e-08 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           YNqOU3R8-bkg.spectral.norm |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |  2.511012001961532e-06 | 2.2193263925998098e-07 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           YNqOU3R8-bkg.spectral.tilt |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 2.2193263925998098e-07 | 2.8971265884924155e-06 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      YNqOU3R8-bkg.spectral.reference |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       YNqOU3R8-irf.e_reco_model.bias |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 1.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| YNqOU3R8-irf.e_reco_model.resolution |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           YNqOU3R8-irf.spectral.norm |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |   0.013788966880023916 | 1.7582241088078428e-05 | 0.0 |
|           YNqOU3R8-irf.spectral.tilt |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 1.7582241088078428e-05 |  0.0004000180844489353 | 0.0 |
|      YNqOU3R8-irf.spectral.reference |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
