|                           Parameters |                      0 |   1 |                      2 |                      3 |                      4 |                      5 |                     6 |                     7 |   8 |                      9 |  10 |                     11 |                     12 |  13 |
|           Crablog.spectral.amplitude |  7.121019257275421e-21 | 0.0 | -6.975894570945396e-10 | 2.3118598247646392e-10 | -3.295265169564437e-13 |  7.087061630887337e-14 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Crablog.spectral.alpha | -6.975894570945396e-10 | 0.0 |      71.26833609246947 |    -23.100629794271004 |    0.03339566103063099 |  -0.007169533625336774 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spectral.beta | 2.3118598247646392e-10 | 0.0 |    -23.100629794271004 |      7.774956157986694 |  -0.010801949204975292 |  0.0023209615776589236 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -3.295265169564437e-13 | 0.0 |    0.03339566103063099 |  -0.010801949204975292 |  0.0005369501001384046 | -3.407188104309993e-06 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  7.087061630887337e-14 | 0.0 |  -0.007169533625336774 |  0.0023209615776589236 | -3.407188104309993e-06 | 0.00039130792297351784 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           HDcOtLWK-bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |  0.011162182499869475 | 0.0009250619788099454 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           HDcOtLWK-bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0009250619788099454 |   0.01297053196494604 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      HDcOtLWK-bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       HDcOtLWK-irf.e_reco_model.bias |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |   0.007385481891386162 | 0.0 | -0.0004902437300727574 |  2.890385488509501e-10 | 0.0 |
| HDcOtLWK-irf.e_reco_model.resolution |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           HDcOtLWK-irf.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | -0.0004902437300727574 | 0.0 |   0.009628921417569368 | 1.2001304282125602e-08 | 0.0 |
|           HDcOtLWK-irf.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |  2.890385488509501e-10 | 0.0 | 1.2001304282125602e-08 |  0.0003858780096757903 | 0.0 |
|      HDcOtLWK-irf.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
