|                           Parameters |                       0 |   1 |                       2 |                     3 |                      4 |                      5 |                     6 |                     7 |   8 |                       9 |  10 |                     11 |                      12 |  13 |
|           Crablog.spectral.amplitude |  1.6105922216794576e-20 | 0.0 | -1.5447257538788416e-09 | 5.240142662059093e-10 | -7.325658627441762e-13 | 1.5393404411875475e-13 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|               Crablog.spectral.alpha | -1.5447257538788416e-09 | 0.0 |      154.18308125376745 |    -51.17554538722695 |    0.07253505781946695 |  -0.015212581680553935 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|                Crablog.spectral.beta |   5.240142662059093e-10 | 0.0 |      -51.17554538722695 |    17.617768080355738 |  -0.024026542101386134 |   0.005043457570466133 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lon_0 |  -7.325658627441762e-13 | 0.0 |     0.07253505781946695 | -0.024026542101386134 |   0.001169401731131315 | -7.256592654302937e-06 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  1.5393404411875475e-13 | 0.0 |   -0.015212581680553935 |  0.005043457570466133 | -7.256592654302937e-06 |  0.0008521088630484802 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|           xWxCoYcc-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 |  0.024316874723103624 | 0.0020238593254817655 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|           xWxCoYcc-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 | 0.0020238593254817655 |   0.02822517020431323 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|      xWxCoYcc-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|       xWxCoYcc-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |     0.05866867511838758 | 0.0 | -0.0006768740270607489 | -1.2159688688962405e-11 | 0.0 |
| xWxCoYcc-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
|           xWxCoYcc-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |  -0.0006768740270607489 | 0.0 |    0.00974232568569511 |   5.813167154291495e-09 | 0.0 |
|           xWxCoYcc-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | -1.2159688688962405e-11 | 0.0 |  5.813167154291495e-09 |   0.0003900596716577056 | 0.0 |
|      xWxCoYcc-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                   0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 |
