|                           Parameters |                       0 |   1 |                       2 |                       3 |                       4 |                       5 |                      6 |                      7 |   8 |                       9 |  10 |                      11 |                      12 |  13 |
|           Crablog.spectral.amplitude |  2.1028269039599446e-22 | 0.0 |  2.2994016843779897e-14 | -1.3102310184896164e-16 | -1.0265459906269765e-16 | -1.0944625176615367e-17 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|               Crablog.spectral.alpha |  2.2994016843779897e-14 | 0.0 |       2.003680439959628 |  0.00010476906984913234 | -1.9590099250821585e-06 |    8.01402945288297e-08 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spectral.beta | -1.3102310184896164e-16 | 0.0 |  0.00010476906984913234 |    0.020017132105518896 |   8.437216709404544e-07 |  -4.157307210313563e-07 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -1.0265459906269765e-16 | 0.0 | -1.9590099250821585e-06 |   8.437216709404544e-07 |      2.0028206096733547 |   6.689304923396201e-10 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lat_0 | -1.0944625176615367e-17 | 0.0 |    8.01402945288297e-08 |  -4.157307210313563e-07 |   6.689304923396201e-10 |      2.0028203137761973 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           AnodRKHe-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |     2.0028440558666394 | 1.9800023903642183e-06 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           AnodRKHe-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 1.9800023903642183e-06 |     2.0028479484239776 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      AnodRKHe-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       AnodRKHe-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |      1.0000020000000003 | 0.0 |  2.0222971711731255e-11 | -2.3258362038460524e-13 | 0.0 |
| AnodRKHe-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           AnodRKHe-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |  2.0222971711731255e-11 | 0.0 |      2.0092627722534835 | -2.1100056583794048e-07 | 0.0 |
|           AnodRKHe-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | -2.3258362038460524e-13 | 0.0 | -2.1100056583794048e-07 |      2.0032148134170153 | 0.0 |
|      AnodRKHe-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
