|                      Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|             Crab.spectral.index |  0.00015072412328293028 | -2.6842357488152906e-15 | 0.0 | -4.950186500428229e-05 | 0.0 |  7.717847911004496e-09 | 2.8899261111945266e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crab.spectral.amplitude | -2.6842357488152906e-15 |   1.136073843310836e-25 | 0.0 | 1.3483226980076595e-15 | 0.0 | -5.454614473690586e-19 |   1.79796435743476e-19 |                    0.0 |                    0.0 | 0.0 |
|         Crab.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crab.spectral.lambda_ |  -4.950186500428229e-05 |  1.3483226980076595e-15 | 0.0 |    2.4577818800805e-05 | 0.0 | 2.0913682286671533e-09 | 2.2968505461698578e-09 |                    0.0 |                    0.0 | 0.0 |
|             Crab.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|              Crab.spatial.lon_0 |   7.717847911004496e-09 |  -5.454614473690586e-19 | 0.0 | 2.0913682286671533e-09 | 0.0 | 1.1032001817478249e-07 | 2.0840733202998534e-10 |                    0.0 |                    0.0 | 0.0 |
|              Crab.spatial.lat_0 |  2.8899261111945266e-09 |    1.79796435743476e-19 | 0.0 | 2.2968505461698578e-09 | 0.0 | 2.0840733202998534e-10 |    8.2529373029488e-08 |                    0.0 |                    0.0 | 0.0 |
|      7P86sQ33-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |  2.485302110540159e-06 | 1.9965284194511468e-07 | 0.0 |
|      7P86sQ33-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 1.9965284194511468e-07 |  2.891505918349524e-06 | 0.0 |
| 7P86sQ33-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
