|              Parameters |                       0 |                      1 |   2 |                      3 |   4 |                       5 |                      6 |
|     Crab.spectral.index |     0.08818515572368774 | -5.567008174466278e-14 | 0.0 |  -0.013353731582085462 | 0.0 | -0.00038192443562149847 |  -0.000136454998909556 |
| Crab.spectral.amplitude |  -5.567008174466278e-14 |  7.587578243160093e-25 | 0.0 | 2.7901852754958353e-14 | 0.0 |   4.666673545625352e-16 | 1.0889909709257906e-17 |
| Crab.spectral.reference |                     0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |
|   Crab.spectral.lambda_ |   -0.013353731582085462 | 2.7901852754958353e-14 | 0.0 |   0.004509738916861016 | 0.0 |  1.8788421292172735e-05 |  7.026673947166779e-06 |
|     Crab.spectral.alpha |                     0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |
|      Crab.spatial.lon_0 | -0.00038192443562149847 |  4.666673545625352e-16 | 0.0 | 1.8788421292172735e-05 | 0.0 |  0.00014889635245453757 | 2.7031840168896903e-05 |
|      Crab.spatial.lat_0 |   -0.000136454998909556 | 1.0889909709257906e-17 | 0.0 |  7.026673947166779e-06 | 0.0 |  2.7031840168896903e-05 |  8.272290180872554e-05 |
